Nombre,Cámara de Comercio,Número de Matrícula,Fecha de Matrícula,Estado de la matrícula,Fecha de renovación,Último año renovado
TIENDA D1 CALI CIUDAD CORDOBA,CALI,1115342,2021/04/09,ACTIVA,2025/03/07,2025
TIENDA D1 CALI CIUDADELA COMFANDI,CALI,976580,2017/02/09,ACTIVA,2025/03/07,2025
TIENDA D1 CALI CIUDADELA COMPARTIR,CALI,1094376,2020/09/15,ACTIVA,2025/03/07,2025
TIENDA D1 CALI COLON,CALI,902951,2014/06/17,ACTIVA,2025/03/07,2025
TIENDA D1 CALI COLSEGUROS,CALI,926482,2015/05/12,ACTIVA,2025/03/07,2025
TIENDA D1 CALI COMUNEROS 1,CALI,1079342,2020/03/04,ACTIVA,2025/03/07,2025
TIENDA D1 CALI COSMOCENTRO,CALI,1203235,2023/11/03,ACTIVA,2025/03/07,2025
TIENDA D1 CALI CUATRO ESQUINAS,CALI,1023789,2018/07/25,ACTIVA,2025/03/07,2025
TIENDA D1 CALI CUIDAD JARDIN,CALI,1043805,2019/03/05,ACTIVA,2025/03/10,2025
TIENDA D1 CALI DARK STORE,CALI,1131758,2021/10/11,ACTIVA,2025/03/07,2025
TIENDA D1 CALI EL BOSQUE,CALI,1008538,2018/02/21,ACTIVA,2025/03/07,2025
TIENDA D1 CALI EL CEDRO,CALI,963232,2016/08/19,ACTIVA,2025/03/07,2025
TIENDA D1 CALI EL DIAMANTE,CALI,1070891,2019/12/05,ACTIVA,2025/03/07,2025
TIENDA D1 CALI EL INGENIO,CALI,921998,2015/03/11,ACTIVA,2025/03/07,2025
TIENDA D1 CALI EL JARDIN,CALI,1058041,2019/07/18,ACTIVA,2025/03/10,2025
TIENDA D1 CALI EL JORDAN,CALI,1100313,2020/11/06,ACTIVA,2025/03/07,2025
TIENDA D1 CALI EL OLIMPICO,CALI,1054826,2019/06/17,ACTIVA,2025/03/10,2025
TIENDA D1 CALI EL POBLADO,CALI,1047373,2019/04/03,ACTIVA,2025/03/10,2025
TIENDA D1 CALI EL PORVENIR,CALI,1091604,2020/08/24,ACTIVA,2025/03/07,2025
TIENDA D1 CALI EL REFUGIO,CALI,1163591,2022/09/01,ACTIVA,2025/03/07,2025
TIENDA D1 CALI EL TREBOL,CALI,919648,2015/02/11,ACTIVA,2025/03/07,2025
TIENDA D1 CALI FLORA INDUSTRIAL,CALI,1050513,2019/05/08,ACTIVA,2025/03/10,2025
TIENDA D1 CALI FLORALIA,CALI,1151726,2022/05/05,ACTIVA,2025/03/07,2025
TIENDA D1 CALI GAITAN,CALI,1107973,2021/02/10,ACTIVA,2025/03/07,2025
TIENDA D1 CALI GRANADA AV 6,CALI,895338,2014/03/17,ACTIVA,2025/03/07,2025
TIENDA D1 CALI LA BASE,CALI,915202,2014/11/27,ACTIVA,2025/03/07,2025
TIENDA D1 CALI LA CASONA,CALI,1043792,2019/03/05,ACTIVA,2025/03/10,2025
TIENDA D1 CALI LA COMPLETISIMA,CALI,1167382,2022/10/06,ACTIVA,2025/03/07,2025
TIENDA D1 CALI LA FLORA CALLE 52,CALI,911561,2014/10/07,ACTIVA,2025/03/07,2025
TIENDA D1 CALI LA FLORESTA,CALI,915192,2014/11/27,ACTIVA,2025/03/07,2025
TIENDA D1 CALI LA GRAN COLOMBIA,CALI,1074007,2020/01/22,ACTIVA,2025/03/07,2025
TIENDA D1 CALI LA GRAN VIA,CALI,1071630,2019/12/26,ACTIVA,2025/03/07,2025
TIENDA D1 CALI LA INDEPENDENCIA,CALI,1074006,2020/01/22,ACTIVA,2025/03/07,2025
TIENDA D1 CALI LA MERCED,CALI,1067793,2019/10/23,ACTIVA,2025/03/07,2025
TIENDA D1 CALI LA PRIMAVERA,CALI,1053450,2019/06/05,ACTIVA,2025/03/10,2025
TIENDA D1 CALI LAS CANAS,CALI,1097519,2020/10/13,ACTIVA,2025/03/07,2025
TIENDA D1 CALI LAS CEIBAS,CALI,1134788,2021/11/11,ACTIVA,2025/03/07,2025
TIENDA D1 CALI LIBERTADORES,CALI,910494,2014/09/24,ACTIVA,2025/03/07,2025
TIENDA D1 CALI LIDO,CALI,941440,2015/11/30,ACTIVA,2025/03/07,2025
TIENDA D1 CALI LIMONAR,CALI,936988,2015/09/24,ACTIVA,2025/03/07,2025
TIENDA D1 CALI LLERAS RESTREPO,CALI,995284,2017/08/31,ACTIVA,2025/03/07,2025
TIENDA D1 CALI LOS CHORROS,CALI,922549,2015/03/18,ACTIVA,2025/03/07,2025
TIENDA D1 CALI LOS SAUCES,CALI,1209492,2024/02/02,ACTIVA,2025/03/07,2025
TIENDA D1 CALI MANUELA BELTRAN,CALI,971520,2016/12/02,ACTIVA,2025/03/07,2025
TIENDA D1 CALI MANZANARES,CALI,1171417,2022/11/24,ACTIVA,2025/03/07,2025
TIENDA D1 CALI MARIANO RAMOS,CALI,1102410,2020/11/30,ACTIVA,2025/03/07,2025
TIENDA D1 CALI MARROQUIN,CALI,1000968,2017/11/10,ACTIVA,2025/03/07,2025
TIENDA D1 CALI MAYAPAN,CALI,1203236,2023/11/03,ACTIVA,2025/03/07,2025
TIENDA D1 CALI MELENDEZ,CALI,973023,2017/01/06,ACTIVA,2025/03/07,2025
TIENDA D1 CALI MONTEBELLO,CALI,1172684,2022/12/19,ACTIVA,2025/03/07,2025
TIENDA D1 CALI NORMANDIA,CALI,1105132,2021/01/18,ACTIVA,2025/03/07,2025
TIENDA D1 CALI NUEVA FLORESTA,CALI,915828,2014/12/11,ACTIVA,2025/03/07,2025
TIENDA D1 CALI OBRERO,CALI,1062990,2019/09/04,ACTIVA,2025/03/10,2025
TIENDA D1 CALI PACARA,CALI,938740,2015/10/19,ACTIVA,2025/03/07,2025
TIENDA D1 CALI PANCE 122,CALI,1071629,2019/12/26,ACTIVA,2025/03/07,2025
TIENDA D1 CALI PARAISO,CALI,941245,2015/11/25,ACTIVA,2025/03/07,2025
TIENDA D1 CALI PARQUE DE LA CAÑA,CALI,1138127,2022/01/07,ACTIVA,2025/03/07,2025
TIENDA D1 CALI PARQUE EL INGENIO,CALI,1163592,2022/09/01,ACTIVA,2025/03/07,2025
TIENDA D1 CALI PASO DEL COMERCIO,CALI,985271,2017/05/08,ACTIVA,2025/03/07,2025
TIENDA D1 CALI PASOANCHO,CALI,940861,2015/11/19,ACTIVA,2025/03/07,2025
TIENDA D1 CALI PEÑON,CALI,1122150,2021/07/12,ACTIVA,2025/03/07,2025
TIENDA D1 CALI PETECUY,CALI,1184164,2023/04/11,ACTIVA,2025/03/07,2025
TIENDA D1 CALI POPULAR,CALI,940870,2015/11/19,ACTIVA,2025/03/07,2025
TIENDA D1 CALI PRADOS DEL NORTE,CALI,1194087,2023/07/27,ACTIVA,2025/03/07,2025
TIENDA D1 CALI PRIMERO DE MAYO,CALI,934696,2015/08/26,ACTIVA,2025/03/07,2025
TIENDA D1 CALI PRIMITIVO CRESPO,CALI,926486,2015/05/12,ACTIVA,2025/03/07,2025
TIENDA D1 CALI REMANSOS DE COMFANDI,CALI,1083087,2020/05/26,ACTIVA,2025/03/10,2025
TIENDA D1 CALI REPUBLICA DE ISRAEL,CALI,983195,2017/04/10,ACTIVA,2025/03/07,2025
TIENDA D1 CALI RIO LILI,CALI,928713,2015/06/10,ACTIVA,2025/03/07,2025
TIENDA D1 CALI SALOMIA,CALI,1079341,2020/03/04,ACTIVA,2025/03/10,2025
TIENDA D1 CALI SAN BOSCO,CALI,1171561,2022/11/25,ACTIVA,2025/03/07,2025
TIENDA D1 CALI SAN FERNANDO,CALI,983190,2017/04/10,ACTIVA,2025/03/07,2025
TIENDA D1 CALI SAN JUDAS,CALI,963235,2016/08/19,ACTIVA,2025/03/07,2025
TIENDA D1 CALI SAN NICOLAS,CALI,970427,2016/11/16,ACTIVA,2025/03/07,2025
TIENDA D1 CALI SANTA ELENA,CALI,913678,2014/11/04,ACTIVA,2025/03/07,2025
TIENDA D1 CALI SANTA MONICA POPULAR,CALI,1097521,2020/10/13,ACTIVA,2025/03/07,2025
TIENDA D1 CALI SANTA MONICA RESIDENCIAL,CALI,1146832,2022/03/22,ACTIVA,2025/03/07,2025
TIENDA D1 CALI SILOE,CALI,1065830,2019/10/01,ACTIVA,2025/03/07,2025
TIENDA D1 CALI SIMON BOLIVAR,CALI,936991,2015/09/24,ACTIVA,2025/03/07,2025
TIENDA D1 CALI TEQUENDAMA,CALI,900529,2014/05/20,ACTIVA,2025/03/07,2025
TIENDA D1 CALI TERRON COLORADO,CALI,1009899,2018/03/05,ACTIVA,2025/03/07,2025
TIENDA D1 CALI TRONCAL,CALI,990536,2017/07/07,ACTIVA,2025/03/07,2025
TIENDA D1 CALI VALLADO,CALI,1043801,2019/03/05,ACTIVA,2025/03/10,2025
TIENDA D1 CALI VALLE DEL LILI,CALI,1036584,2019/01/04,ACTIVA,2025/03/10,2025
TIENDA D1 CALI VILLA COLOMBIA,CALI,1195708,2023/08/14,ACTIVA,2025/03/07,2025
TIENDA D1 CALI VILLA DEL PRADO,CALI,956729,2016/06/10,ACTIVA,2025/03/07,2025
TIENDA D1 CALI VILLAS DEL SOL,CALI,1152134,2022/05/10,ACTIVA,2025/03/07,2025
TIENDA D1 CALI VIPASA,CALI,908438,2014/09/01,ACTIVA,2025/03/07,2025
TIENDA D1 CALLE 19,BOGOTA,3907725,2025/01/21,ACTIVA,2025/01/21,2025
TIENDA D1 CALLE 34,BUCARAMANGA,9000465302,2020/07/21,ACTIVA,2025/03/21,2025
TIENDA D1 CALLEJA ALTA,BOGOTA,3761394,2023/12/21,ACTIVA,2025/03/07,2025
TIENDA D1 CALOTO,CAUCA,206850,2020/12/01,ACTIVA,2025/03/10,2025
TIENDA D1 CALVO SUR,BOGOTA,3044449,2018/12/10,ACTIVA,2025/03/07,2025
TIENDA D1 CAMPAMENTO,MEDELLIN PARA ANTIOQUIA,75581702,2022/09/08,ACTIVA,2025/03/21,2025
TIENDA D1 CAMPIN,BOGOTA,2679659,2016/04/25,ACTIVA,2025/03/07,2025
TIENDA D1 CAMPO DE LA CRUZ,BARRANQUILLA,835465,2022/04/07,ACTIVA,2025/03/20,2025
TIENDA D1 CAMPO HERMOSO,MANIZALES,232075,2023/08/18,ACTIVA,2025/03/22,2025
TIENDA D1 CAMPO SERRANO,AGUACHICA,61804,2022/03/22,ACTIVA,2025/03/27,2025
TIENDA D1 CAMPO VALDES,MEDELLIN PARA ANTIOQUIA,52273002,2012/01/20,ACTIVA,2025/03/21,2025
TIENDA D1 CAMPO VALDES 2,MEDELLIN PARA ANTIOQUIA,53958002,2012/11/13,ACTIVA,2025/03/21,2025
TIENDA D1 CAMPO VALDEZ 3,MEDELLIN PARA ANTIOQUIA,68210102,2019/05/08,ACTIVA,2025/03/21,2025
TIENDA D1 CANALETE,MONTERIA,186549,2021/03/16,ACTIVA,2025/03/13,2025
TIENDA D1 CAÑASGORDAS,MEDELLIN PARA ANTIOQUIA,74936502,2022/06/15,ACTIVA,2025/03/21,2025
TIENDA D1 CANDELARIA CENTRO,PALMIRA,116273,2017/01/11,ACTIVA,2025/03/11,2025
TIENDA D1 CANDELARIA EL CARMELO,PALMIRA,133432,2020/12/03,ACTIVA,2025/03/11,2025
TIENDA D1 CANDELARIA POBLADO CAMPESTRE,PALMIRA,115133,2016/08/16,ACTIVA,2025/03/11,2025
TIENDA D1 CANDELARIA VILLAGORGONA,PALMIRA,115900,2016/11/03,ACTIVA,2025/03/11,2025
TIENDA D1 CANDELARIA VILLAGORGONA 2,PALMIRA,145163,2023/03/06,ACTIVA,2025/03/11,2025
TIENDA D1 CANDELARIA VILLAGORGONA 2,PALMIRA,138181,2021/11/04,CANCELADA,2021/11/04,2021
TIENDA D1 CANTAGALLO,BARRANCABERMEJA,126267,2021/05/11,CANCELADA,2025/03/19,2025
TIENDA D1 CANTALEJO,BOGOTA,3636602,2023/02/10,ACTIVA,2025/03/07,2025
TIENDA D1 CANTARRANA,ORIENTE ANTIOQUENO,101510,2016/11/24,ACTIVA,2025/03/19,2025
TIENDA D1 CAOBOS,CUCUTA,350957,2019/05/28,ACTIVA,2025/03/27,2025
TIENDA D1 CAPARRAPI,FACATATIVA,133033,2019/07/10,ACTIVA,2025/03/19,2025
TIENDA D1 CAPELLANIA,BOGOTA,3933384,2025/03/10,ACTIVA,2025/03/10,2025
TIENDA D1 CAPITANEJO,BUCARAMANGA,9000632021,2022/10/14,ACTIVA,2025/02/19,2025
TIENDA D1 CAPUCHINA,BOGOTA,2756322,2016/11/22,ACTIVA,2025/03/07,2025
TIENDA D1 CAQ CHAIRA CENTRO,FLORENCIA PARA EL CAQUETA,131636,2023/12/04,ACTIVA,2025/03/14,2025
TIENDA D1 CAQ COLONOS,FLORENCIA PARA EL CAQUETA,122462,2021/12/15,ACTIVA,2025/03/14,2025
TIENDA D1 CAQ EL DONCELLO,FLORENCIA PARA EL CAQUETA,125753,2022/07/18,ACTIVA,2025/03/14,2025
TIENDA D1 CAQ EL PAUJIL,FLORENCIA PARA EL CAQUETA,120108,2021/05/24,ACTIVA,2025/03/14,2025
TIENDA D1 CAQ PUERTO RICO,FLORENCIA PARA EL CAQUETA,120107,2021/05/24,ACTIVA,2025/03/14,2025
TIENDA D1 CAQ SAN VICEN CAGUAN,FLORENCIA PARA EL CAQUETA,134671,2024/07/23,ACTIVA,2025/03/14,2025
TIENDA D1 CAQUETA BELEN,FLORENCIA PARA EL CAQUETA,131488,2023/11/14,ACTIVA,2025/03/14,2025
TIENDA D1 CAREPA,URABA,94201,2019/05/29,ACTIVA,2025/03/18,2025
TIENDA D1 CAREPA 2,URABA,95999,2019/10/03,ACTIVA,2025/03/18,2025
TIENDA D1 CAREPA SANTILLANA,URABA,109947,2022/06/22,ACTIVA,2025/03/18,2025
TIENDA D1 CAREPA ZUNGO,URABA,95396,2019/08/20,CANCELADA,2025/03/18,2025
TIENDA D1 CARMELO,MEDELLIN PARA ANTIOQUIA,65021102,2018/01/25,ACTIVA,2025/03/21,2025
TIENDA D1 CARMEN 3,ORIENTE ANTIOQUENO,116342,2018/11/22,ACTIVA,2025/03/19,2025
TIENDA D1 CARMEN CAMPO ALEGRE,ORIENTE ANTIOQUENO,158368,2023/11/20,ACTIVA,2025/03/20,2025
TIENDA D1 CARMEN DE APICALA,SUR Y ORIENTE DEL TOLIMA,100994,2019/11/27,ACTIVA,2025/03/18,2025
TIENDA D1 CARMEN DE BOLIVAR,CARTAGENA,43452602,2020/07/14,ACTIVA,2025/03/25,2025
TIENDA D1 CARMEN DE CARUPA,BOGOTA,3604687,2022/11/08,ACTIVA,2025/03/07,2025
TIENDA D1 CARMEN DE CHUCURI,BARRANCABERMEJA,119597,2020/02/05,ACTIVA,2025/03/27,2025
TIENDA D1 CARMEN EL PORTICO,ORIENTE ANTIOQUENO,158210,2023/11/09,ACTIVA,2025/03/20,2025
TIENDA D1 CARMEN TEZENDA,ORIENTE ANTIOQUENO,147747,2022/08/24,ACTIVA,2025/03/20,2025
TIENDA D1 CARTAGENA BOQUILLA,CARTAGENA,42647002,2019/11/28,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA ALCIBIA,CARTAGENA,45450402,2021/06/10,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA ALPES,CARTAGENA,46387102,2021/11/09,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA ALTO BOSQUE,CARTAGENA,42301302,2019/09/11,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA BARRIO ESPAÑA,CARTAGENA,41591702,2019/04/30,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA BAYUNCA,CARTAGENA,44908502,2021/03/16,CANCELADA,2021/03/16,2021
TIENDA D1 CARTAGENA BAYUNCA,CARTAGENA,48154202,2023/12/12,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA BICENTENARIO,CARTAGENA,46906802,2022/06/10,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA BLAS DE LEZO,CARTAGENA,44320302,2020/12/04,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA BOCAGRANDE,CARTAGENA,43422402,2020/07/13,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA BOCAGRANDE AV SAN MARTIN,CARTAGENA,46305302,2021/10/26,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA BOMBA DEL AMPARO,CARTAGENA,47210702,2022/10/10,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA CAMPESTRE,CARTAGENA,42302402,2019/09/11,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA CARACOLES,CARTAGENA,45822402,2021/08/09,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA CARIOCA,CARTAGENA,49396102,2025/06/03,ACTIVA,2025/06/03,2025
TIENDA D1 CARTAGENA CASTELLANA,CARTAGENA,47334602,2022/12/12,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA CLUB,CARTAGENA,42651302,2019/11/29,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA CONSOLATA,CARTAGENA,43275402,2020/05/26,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA CRESPO,CARTAGENA,46463802,2021/12/15,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA DANIEL LEMETRE,CARTAGENA,45954702,2021/08/31,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA EDS PUERTA LAS AMERICAS,CARTAGENA,47279902,2022/11/09,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA EDS TERMINAL,CARTAGENA,48951002,2024/11/29,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA EJECUTIVOS,CARTAGENA,45802802,2021/08/06,CANCELADA,2022/03/22,2022
TIENDA D1 CARTAGENA ESCUELA NAVAL,CARTAGENA,44295302,2020/12/01,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA FREDONIA,CARTAGENA,41591602,2019/04/30,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA HIPERCENTRO,CARTAGENA,41976102,2019/07/15,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA LA ERMITA,CARTAGENA,44908302,2021/03/16,CANCELADA,2021/03/16,2021
TIENDA D1 CARTAGENA LA ERMITA,CARTAGENA,47144302,2022/09/13,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA LAGUITO,CARTAGENA,48032402,2023/10/04,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA LAS RAMBLAS,CARTAGENA,42704802,2019/12/16,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA LOS CORALES,CARTAGENA,49585602,2025/08/14,ACTIVA,2025/08/14,2025
TIENDA D1 CARTAGENA MANGA,CARTAGENA,44327302,2020/12/05,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA MARBELLA,CARTAGENA,43660402,2020/08/13,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA MARIA AUXILIADORA,CARTAGENA,46991502,2022/07/14,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA MARTINEZ MARTELO,CARTAGENA,49031802,2025/01/23,ACTIVA,2025/01/23,2025
TIENDA D1 CARTAGENA MATUNA,CARTAGENA,43331602,2020/06/17,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA PALADIUM,CARTAGENA,41704802,2019/05/27,CANCELADA,2024/02/27,2024
TIENDA D1 CARTAGENA PASACABALLOS,CARTAGENA,45307602,2021/05/12,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA PIE DE LA POPA,CARTAGENA,42984602,2020/02/12,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA PLAZUELA,CARTAGENA,44336602,2020/12/04,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA POZON,CARTAGENA,49262702,2025/04/09,ACTIVA,2025/04/09,2025
TIENDA D1 CARTAGENA PROVIDENCIA,CARTAGENA,47280102,2022/11/09,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA RECREO,CARTAGENA,41591502,2019/04/30,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA RICAUTE,CARTAGENA,45307902,2021/05/12,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA SAN FERNANDO,CARTAGENA,44056102,2020/10/21,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA SAN ISIDRO,CARTAGENA,48154302,2023/12/12,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA SAN JOSE DE LOS CAMPANOS,CARTAGENA,47537302,2023/03/08,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA TERNERA,CARTAGENA,46239002,2021/10/14,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENA TESCA,CARTAGENA,49334702,2025/05/09,ACTIVA,2025/05/09,2025
TIENDA D1 CARTAGENA TORICES,CARTAGENA,47212602,2022/10/10,ACTIVA,2025/03/25,2025
TIENDA D1 CARTAGENITA,FACATATIVA,133032,2019/07/10,ACTIVA,2025/03/19,2025
TIENDA D1 CARTAGO,CARTAGO,70880,2012/01/16,ACTIVA,2025/03/20,2025
TIENDA D1 CARTAGO CARRERA 6,CARTAGO,97474,2019/10/11,ACTIVA,2025/03/20,2025
TIENDA D1 CARTAGO COOPERATIVA,CARTAGO,68642,2011/03/11,ACTIVA,2025/03/20,2025
TIENDA D1 CARTAGO CRA 5,CARTAGO,103978,2021/08/23,ACTIVA,2025/03/19,2025
TIENDA D1 CARTAGO EL PRADO,CARTAGO,104873,2021/12/06,ACTIVA,2025/03/19,2025
TIENDA D1 CARTAGO HOSPITAL,CARTAGO,71135,2012/02/02,ACTIVA,2025/03/20,2025
TIENDA D1 CARTAGO LA FLORESTA,CARTAGO,98142,2020/01/17,ACTIVA,2025/03/20,2025
TIENDA D1 CARTAGO REPUBLICA DE FRANCIA,CARTAGO,104870,2021/12/06,ACTIVA,2025/03/19,2025
TIENDA D1 CARTAGO SANTA LUCIA,CARTAGO,117831,2025/06/09,ACTIVA,2025/06/09,2025
TIENDA D1 CARTAGO TRILLADORA,CARTAGO,68643,2011/03/11,ACTIVA,2025/03/20,2025
TIENDA D1 CARTAGO ZARAGOZA,CARTAGO,107774,2022/07/26,ACTIVA,2025/03/19,2025
TIENDA D1 CARTGENA CRISANTO LUQUE,CARTAGENA,43346102,2020/06/19,ACTIVA,2025/03/25,2025
TIENDA D1 CARVAJAL OIKOS,BOGOTA,2712562,2016/07/22,ACTIVA,2025/03/07,2025
TIENDA D1 CASABLANCA,FACATATIVA,98993,2016/01/25,ACTIVA,2025/03/19,2025
TIENDA D1 CASCO ANTIGUO,BUCARAMANGA,9000615427,2022/03/25,ACTIVA,2025/03/21,2025
TIENDA D1 CASTILLA,MEDELLIN PARA ANTIOQUIA,49918802,2010/09/09,ACTIVA,2025/03/21,2025
TIENDA D1 CASTILLA LA 68,MEDELLIN PARA ANTIOQUIA,81388102,2025/03/07,ACTIVA,2025/03/07,2025
TIENDA D1 CATEDRAL SAN LUIS,CUCUTA,425164,2022/08/18,ACTIVA,2025/03/19,2025
TIENDA D1 CAUCASIA CARACOLI,MEDELLIN PARA ANTIOQUIA,72848602,2021/08/10,ACTIVA,2025/03/21,2025
TIENDA D1 CAUCASIA CRISTO REY,MEDELLIN PARA ANTIOQUIA,69115502,2019/09/26,ACTIVA,2025/03/21,2025
TIENDA D1 CAUCASIA KENNEDY,MEDELLIN PARA ANTIOQUIA,69115602,2019/09/26,ACTIVA,2025/03/21,2025
TIENDA D1 CAUCASIA SANTA ANA,MEDELLIN PARA ANTIOQUIA,69115702,2019/09/26,CANCELADA,2020/07/02,2020
TIENDA D1 CAUCASIA SANTA ANA,MEDELLIN PARA ANTIOQUIA,69351102,2019/11/06,ACTIVA,2025/03/21,2025
TIENDA D1 CC AVENTURA,BOGOTA,3442432,2021/10/13,ACTIVA,2025/03/07,2025
TIENDA D1 CC BULEVAR NIZA,BOGOTA,3514560,2022/04/12,ACTIVA,2025/03/07,2025
TIENDA D1 CC CENTRO CHÍA,BOGOTA,3604690,2022/11/08,ACTIVA,2025/03/07,2025
TIENDA D1 CC FLORIDA,MEDELLIN PARA ANTIOQUIA,81388802,2025/03/07,ACTIVA,2025/03/07,2025
TIENDA D1 CC GALERIAS 53,BOGOTA,3794052,2024/03/11,ACTIVA,2025/03/07,2025
TIENDA D1 CC SANTAFE,BOGOTA,3975741,2025/06/17,ACTIVA,2025/06/17,2025
TIENDA D1 CECI,CUCUTA,358973,2019/09/30,ACTIVA,2025/03/27,2025
TIENDA D1 CEDE MODA,MEDELLIN PARA ANTIOQUIA,70750302,2020/08/27,ACTIVA,2025/03/21,2025
TIENDA D1 CEDI,ORIENTE ANTIOQUENO,108638,2017/11/14,ACTIVA,2025/03/19,2025
TIENDA D1 CEDI CUCUTA,CUCUTA,383605,2020/12/10,ACTIVA,2025/03/19,2025
TIENDA D1 CEDI CUNDINAMARCA SUR,FACATATIVA,141256,2020/06/23,CANCELADA,2020/06/23,2020
TIENDA D1 CEDI PACIFICO,CALI,1081720,2020/04/20,ACTIVA,2025/03/10,2025
TIENDA D1 CEDI SOACHA,FACATATIVA,105201,2016/11/01,CANCELADA,2018/03/27,2018
TIENDA D1 CEIBA II,CUCUTA,362345,2019/12/03,ACTIVA,2025/03/27,2025
TIENDA D1 CEJ LA CEJA 5,ORIENTE ANTIOQUENO,132130,2020/12/01,ACTIVA,2025/03/19,2025
TIENDA D1 CENABASTOS,CUCUTA,453971,2024/02/12,ACTIVA,2025/03/19,2025
TIENDA D1 CENTRO ABASTOS,BUCARAMANGA,9000471887,2020/09/23,ACTIVA,2025/03/21,2025
TIENDA D1 CENTRO LAS NIEVES,BOGOTA,2712554,2016/07/22,ACTIVA,2025/03/07,2025
TIENDA D1 CENTRO PARQUE CENTENARIO,BUCARAMANGA,9000438710,2019/07/29,ACTIVA,2025/03/21,2025
TIENDA D1 CERETE AV SANTANDER,MONTERIA,175743,2019/11/06,ACTIVA,2025/03/13,2025
TIENDA D1 CERETE MINI,MONTERIA,186672,2021/03/19,ACTIVA,2025/03/13,2025
TIENDA D1 CERETE PUENTE LORICA,MONTERIA,174467,2019/08/30,ACTIVA,2025/03/13,2025
TIENDA D1 CERETE RETIRO DE LOS INDIOS,MONTERIA,213531,2024/02/23,ACTIVA,2025/03/13,2025
TIENDA D1 CERETE SAN JOSE,MONTERIA,175742,2019/11/06,CANCELADA,2020/06/23,2020
TIENDA D1 CERRITO EL PLACER,BUGA,77648,2021/04/12,ACTIVA,2025/03/11,2025
TIENDA D1 CERRITO SANTA ELENA,BUGA,72500,2019/10/01,ACTIVA,2025/03/11,2025
TIENDA D1 CERRO DEL VOLADOR,MEDELLIN PARA ANTIOQUIA,57572502,2014/08/20,CANCELADA,2023/03/21,2023
TIENDA D1 CERROS DE SOTILEZA,BOGOTA,3409718,2021/08/06,ACTIVA,2025/03/07,2025
TIENDA D1 CHACHAGUI NARIÑO,PASTO,239797,2024/07/10,ACTIVA,2025/03/11,2025
TIENDA D1 CHAPARRAL,ORIENTE ANTIOQUENO,122798,2019/08/20,ACTIVA,2025/03/19,2025
TIENDA D1 CHAPARRAL AV BOLIVAR,SUR Y ORIENTE DEL TOLIMA,122621,2024/01/12,CANCELADA,2024/01/12,2024
TIENDA D1 CHAPARRAL CENTRO,SUR Y ORIENTE DEL TOLIMA,96937,2019/01/24,ACTIVA,2025/03/20,2025
TIENDA D1 CHAPINERO,BOGOTA,2341375,2013/07/15,ACTIVA,2025/03/07,2025
TIENDA D1 CHAPINERO ALTO,BOGOTA,3179064,2019/10/11,ACTIVA,2025/03/07,2025
TIENDA D1 CHAPINERO CENTRAL,BOGOTA,3400038,2021/07/14,ACTIVA,2025/03/07,2025
