Nombre,Cámara de Comercio,Número de Matrícula,Fecha de Matrícula,Estado de la matrícula,Fecha de renovación,Último año renovado
BODEGA D1 ICESTAR,ABURRA SUR,278511,2024/10/29,ACTIVA,2025/03/13,2025
CEDI D1 BARRANQUILLA,BARRANQUILLA,878328,2023/09/28,ACTIVA,2025/03/20,2025
CEDI D1 EJE CAFETERO,PEREIRA,18214185,2023/12/26,ACTIVA,2025/03/21,2025
CEDI D1 JAIBANA,PEREIRA,18214183,2023/12/26,ACTIVA,2025/03/21,2025
CEDI D1 NORTE GIRARDOTA,MEDELLIN PARA ANTIOQUIA,78883202,2024/02/15,ACTIVA,2025/03/21,2025
CEDI D1 PASTO,PASTO,232401,2023/09/18,ACTIVA,2025/03/11,2025
CEDI D1 POPAYAN,CAUCA,236252,2023/09/14,ACTIVA,2025/05/07,2025
CEDI D1 VALLEDUPAR,VALLEDUPAR,205702,2023/11/15,ACTIVA,2025/03/25,2025
CEDI D1 YUMBO,CALI,1198657,2023/09/12,ACTIVA,2025/03/10,2025
D1,MEDELLIN PARA ANTIOQUIA,48572302,2009/11/26,CANCELADA,2013/04/02,2013
D1,MEDELLIN PARA ANTIOQUIA,49026202,2010/03/09,CANCELADA,2013/04/03,2013
D1,MEDELLIN PARA ANTIOQUIA,49026302,2010/03/09,CANCELADA,2013/04/03,2013
D1,MEDELLIN PARA ANTIOQUIA,49418802,2010/05/21,CANCELADA,2011/03/30,2011
D1 - MINIMERCADO GRANADA,ORIENTE ANTIOQUENO,92450,2015/03/16,ACTIVA,2025/03/19,2025
D1 BODEGA ALTERNA GUARNE,ORIENTE ANTIOQUENO,158376,2023/11/20,ACTIVA,2025/03/19,2025
D1 BODEGA ALTERNA RENTAFRIO,MEDELLIN PARA ANTIOQUIA,78531702,2023/12/14,CANCELADA,2025/03/21,2025
D1 CEDI CÚCUTA,CUCUTA,449756,2023/11/01,ACTIVA,2025/03/19,2025
D1 CEDI GUARNE,ORIENTE ANTIOQUENO,158361,2023/11/20,ACTIVA,2025/03/19,2025
D1 CEDI LA ESTRELLA,ABURRA SUR,268227,2023/11/17,ACTIVA,2025/03/13,2025
D1 CEDI LEBRIJA,BUCARAMANGA,9000659543,2023/10/31,ACTIVA,2025/03/28,2025
D1 REMEDIOS TRONCAL,MAGDALENA MEDIO,79398,2023/02/10,ACTIVA,2025/03/27,2025
MINI MERCADO D1 ALCALA,ABURRA SUR,158764,2012/12/03,ACTIVA,2025/03/13,2025
MINI MERCADO D1 AVENIDA QUITO,BOGOTA,2284054,2013/01/11,CANCELADA,2016/03/31,2016
MINI MERCADO D1 AVENIDA ROJAS,BOGOTA,2284053,2013/01/11,CANCELADA,2016/03/31,2016
MINI MERCADO D1 BELEN FATIMA,MEDELLIN PARA ANTIOQUIA,56880302,2014/04/24,ACTIVA,2025/03/21,2025
MINI MERCADO D1 BELEN LAS MERCEDES,MEDELLIN PARA ANTIOQUIA,54108702,2012/12/28,ACTIVA,2025/03/21,2025
MINI MERCADO D1 BELEN SAN BERNARDO,MEDELLIN PARA ANTIOQUIA,55229502,2013/07/10,ACTIVA,2025/03/21,2025
MINI MERCADO D1 BOLOMBOLO,MEDELLIN PARA ANTIOQUIA,54181402,2013/01/21,ACTIVA,2025/03/21,2025
MINI MERCADO D1 CAMPO AMOR,MEDELLIN PARA ANTIOQUIA,55229402,2013/07/10,ACTIVA,2025/03/21,2025
MINI MERCADO D1 CENTRO DE LA MODA,ABURRA SUR,158765,2012/12/03,CANCELADA,2015/03/27,2015
MINI MERCADO D1 CHIA 2,BOGOTA,2341391,2013/07/15,CANCELADA,2016/03/31,2016
MINI MERCADO D1 CHIA CRA 5,BOGOTA,2264431,2012/10/11,CANCELADA,2018/03/15,2018
MINI MERCADO D1 CONQUISTADORES,MEDELLIN PARA ANTIOQUIA,57375002,2014/07/16,CANCELADA,2017/03/24,2017
MINI MERCADO D1 EL DORADO,ABURRA SUR,164080,2013/07/10,ACTIVA,2025/03/13,2025
MINI MERCADO D1 FUNZA SUR,FACATATIVA,83223,2013/08/02,CANCELADA,2015/03/27,2015
MINI MERCADO D1 LA CEJA 2,ORIENTE ANTIOQUENO,77792,2012/08/09,ACTIVA,2025/03/19,2025
MINI MERCADO D1 LA MAGNOLIA,ABURRA SUR,158763,2012/12/03,ACTIVA,2025/03/13,2025
MINI MERCADO D1 LA MILAGROSA,MEDELLIN PARA ANTIOQUIA,54972302,2013/05/28,ACTIVA,2025/03/21,2025
MINI MERCADO D1 LAS COLINITAS,MEDELLIN PARA ANTIOQUIA,54647302,2013/04/02,ACTIVA,2025/03/21,2025
MINI MERCADO D1 LAS MARGARITAS,ABURRA SUR,158413,2012/11/23,ACTIVA,2025/03/13,2025
MINI MERCADO D1 LAS VIOLETAS,MEDELLIN PARA ANTIOQUIA,54647602,2013/04/02,ACTIVA,2025/03/21,2025
MINI MERCADO D1 PLATINUM SUPERIOR,MEDELLIN PARA ANTIOQUIA,53875802,2012/10/25,CANCELADA,2013/04/02,2013
MINI MERCADO D1 PRADITO,MEDELLIN PARA ANTIOQUIA,54778902,2013/04/23,CANCELADA,2023/03/21,2023
MINI MERCADO D1 SABANETA CES,ABURRA SUR,146525,2011/07/06,ACTIVA,2025/03/13,2025
MINI MERCADO D1 SABANETA VEGAS,ABURRA SUR,158766,2012/12/03,ACTIVA,2025/03/13,2025
MINI MERCADO D1 SAN FERNANDO,BOGOTA,2273749,2012/11/14,CANCELADA,2018/03/15,2018
MINI MERCADO D1 SAN JOAQUIN,MEDELLIN PARA ANTIOQUIA,54107402,2012/12/27,CANCELADA,2018/03/27,2018
MINI MERCADO D1 TITIRIBI,MEDELLIN PARA ANTIOQUIA,54107602,2012/12/27,ACTIVA,2025/03/21,2025
MINIMERCADO 11 PARQUE BOLIVAR,MEDELLIN PARA ANTIOQUIA,55654502,2013/09/23,ACTIVA,2025/03/21,2025
MINIMERCADO D 1 EL HUECO,MEDELLIN PARA ANTIOQUIA,53614202,2012/09/07,CANCELADA,2016/03/31,2016
MINIMERCADO D1 # 3,ABURRA SUR,136975,2010/03/24,CANCELADA,2013/03/22,2013
MINIMERCADO D1 AGUADAS,MANIZALES,201482,2019/07/05,ACTIVA,2025/03/14,2025
MINIMERCADO D1 AJIZAL,ABURRA SUR,195367,2016/12/14,ACTIVA,2025/03/13,2025
MINIMERCADO D1 AMAGA 1,MEDELLIN PARA ANTIOQUIA,58208302,2014/12/16,ACTIVA,2025/03/21,2025
MINIMERCADO D1 AMAGA 2,MEDELLIN PARA ANTIOQUIA,53256602,2012/07/05,ACTIVA,2025/03/21,2025
MINIMERCADO D1 ANCON,ABURRA SUR,192807,2016/08/23,CANCELADA,2021/03/03,2021
MINIMERCADO D1 ANDES,MEDELLIN PARA ANTIOQUIA,64701502,2017/11/17,ACTIVA,2025/03/21,2025
MINIMERCADO D1 ANDES 2,MEDELLIN PARA ANTIOQUIA,66548502,2018/08/29,ACTIVA,2025/03/21,2025
MINIMERCADO D1 ASDESILLAS,ABURRA SUR,151392,2012/03/01,ACTIVA,2025/03/13,2025
MINIMERCADO D1 BARICHARA,MEDELLIN PARA ANTIOQUIA,68882602,2019/08/20,ACTIVA,2025/03/21,2025
MINIMERCADO D1 BARRIO TRIANA,ABURRA SUR,211626,2018/07/23,ACTIVA,2025/03/13,2025
MINIMERCADO D1 BARRIO TRINIDAD,MEDELLIN PARA ANTIOQUIA,49985702,2010/09/23,ACTIVA,2025/03/21,2025
MINIMERCADO D1 BELEN,MEDELLIN PARA ANTIOQUIA,48572402,2009/11/26,ACTIVA,2025/03/21,2025
MINIMERCADO D1 BELEN ALABAMA,MEDELLIN PARA ANTIOQUIA,67867002,2019/03/21,CANCELADA,2022/03/14,2022
MINIMERCADO D1 BELEN ALMENDROS,MEDELLIN PARA ANTIOQUIA,50317702,2010/12/16,ACTIVA,2025/03/21,2025
MINIMERCADO D1 BELEN ALPES PLAZA,MEDELLIN PARA ANTIOQUIA,50120502,2010/10/21,ACTIVA,2025/03/21,2025
MINIMERCADO D1 BELEN CAFETERO,MEDELLIN PARA ANTIOQUIA,70243502,2020/05/18,ACTIVA,2025/03/21,2025
MINIMERCADO D1 BELEN GRANADA,MEDELLIN PARA ANTIOQUIA,55866102,2013/10/31,ACTIVA,2025/03/21,2025
MINIMERCADO D1 BELEN LA 76,MEDELLIN PARA ANTIOQUIA,66548602,2018/08/29,ACTIVA,2025/03/21,2025
MINIMERCADO D1 BELEN RINCON,MEDELLIN PARA ANTIOQUIA,62332502,2016/11/22,ACTIVA,2025/03/21,2025
MINIMERCADO D1 BELLO PLAYA RICA,MEDELLIN PARA ANTIOQUIA,55463202,2013/08/21,CANCELADA,2017/07/28,2017
MINIMERCADO D1 BETANIA,MEDELLIN PARA ANTIOQUIA,67938502,2019/03/29,ACTIVA,2025/03/21,2025
MINIMERCADO D1 BETULIA,MEDELLIN PARA ANTIOQUIA,70191702,2020/04/30,ACTIVA,2025/03/21,2025
MINIMERCADO D1 BODEGA LA ESTRELLA,ABURRA SUR,141278,2010/10/27,ACTIVA,2025/03/13,2025
MINIMERCADO D1 BUCAREST,ABURRA SUR,191446,2016/07/05,ACTIVA,2025/03/13,2025
MINIMERCADO D1 CALATRAVA,ABURRA SUR,224986,2019/10/17,ACTIVA,2025/03/13,2025
MINIMERCADO D1 CALDAS,ABURRA SUR,141118,2010/10/19,ACTIVA,2025/03/13,2025
MINIMERCADO D1 CALDAS HOSPITAL,ABURRA SUR,215114,2018/11/14,ACTIVA,2025/03/13,2025
MINIMERCADO D1 CALDAS LA DOCENA,ABURRA SUR,180925,2015/05/26,ACTIVA,2025/03/13,2025
MINIMERCADO D1 CARMEN DE ATRATO,CHOCÓ,5827802,2020/02/12,ACTIVA,2025/03/14,2025
MINIMERCADO D1 CARMEN DE VIBORAL,ORIENTE ANTIOQUENO,74738,2011/12/19,ACTIVA,2025/03/19,2025
MINIMERCADO D1 CASTROPOL,MEDELLIN PARA ANTIOQUIA,60935102,2016/04/07,ACTIVA,2025/03/21,2025
MINIMERCADO D1 CEDI SUR,ABURRA SUR,224985,2019/10/17,ACTIVA,2025/03/13,2025
MINIMERCADO D1 CENTRO DE LA MODA 2,ABURRA SUR,179803,2015/04/10,ACTIVA,2025/03/13,2025
MINIMERCADO D1 CHINGUI,ABURRA SUR,207973,2018/03/15,ACTIVA,2025/03/13,2025
MINIMERCADO D1 CIUDAD BOLIVAR,MEDELLIN PARA ANTIOQUIA,58248302,2014/12/26,ACTIVA,2025/03/21,2025
MINIMERCADO D1 CONCORDIA,MEDELLIN PARA ANTIOQUIA,67050302,2018/11/14,ACTIVA,2025/03/21,2025
MINIMERCADO D1 CRISTO REY,MEDELLIN PARA ANTIOQUIA,53162302,2012/06/19,ACTIVA,2025/03/21,2025
MINIMERCADO D1 DE MODA OUTLET,MEDELLIN PARA ANTIOQUIA,69046402,2019/09/13,ACTIVA,2025/03/21,2025
MINIMERCADO D1 DURESPO,ABURRA SUR,227598,2020/02/07,ACTIVA,2025/03/14,2025
MINIMERCADO D1 EL BOLO,MEDELLIN PARA ANTIOQUIA,61863102,2016/09/01,ACTIVA,2025/03/21,2025
MINIMERCADO D1 EL CARMEN 2,ORIENTE ANTIOQUENO,78554,2012/09/12,ACTIVA,2025/03/19,2025
MINIMERCADO D1 EL CHAGUALO,MEDELLIN PARA ANTIOQUIA,57219002,2014/06/17,ACTIVA,2025/03/21,2025
MINIMERCADO D1 EL PEÑOL,ORIENTE ANTIOQUENO,82810,2013/04/29,ACTIVA,2025/03/19,2025
MINIMERCADO D1 EL PORTAL DEL SUR,ABURRA SUR,182266,2015/07/14,CANCELADA,2017/03/16,2017
MINIMERCADO D1 EL RETIRO,ORIENTE ANTIOQUENO,74707,2011/12/13,ACTIVA,2025/03/19,2025
MINIMERCADO D1 EL RODEO,MEDELLIN PARA ANTIOQUIA,52833902,2012/04/17,ACTIVA,2025/03/21,2025
MINIMERCADO D1 ENVIGADO BARRIO MESA,ABURRA SUR,186747,2016/01/27,ACTIVA,2025/03/13,2025
MINIMERCADO D1 ENVIGADO LAS PALMAS,ABURRA SUR,165177,2013/08/20,ACTIVA,2025/03/20,2025
MINIMERCADO D1 ENVIGADO PARQUE,ABURRA SUR,144967,2011/05/02,ACTIVA,2025/03/13,2025
MINIMERCADO D1 ENVIGADO SAN JOSE,ABURRA SUR,185000,2015/10/23,ACTIVA,2025/03/13,2025
MINIMERCADO D1 ESCOBERO ALTO,ABURRA SUR,177027,2014/12/26,ACTIVA,2025/03/13,2025
MINIMERCADO D1 ESTRELLA LA ISLA,ABURRA SUR,225977,2019/12/05,ACTIVA,2025/03/14,2025
MINIMERCADO D1 EXPOSICIONES,MEDELLIN PARA ANTIOQUIA,62021202,2016/09/27,ACTIVA,2025/03/21,2025
MINIMERCADO D1 FREDONIA,MEDELLIN PARA ANTIOQUIA,53137302,2012/06/13,ACTIVA,2025/03/21,2025
MINIMERCADO D1 GUARNE,ORIENTE ANTIOQUENO,79836,2012/10/24,ACTIVA,2025/03/19,2025
MINIMERCADO D1 GUARNE 2,ORIENTE ANTIOQUENO,93729,2015/06/23,ACTIVA,2025/03/19,2025
MINIMERCADO D1 GUAYABAL,MEDELLIN PARA ANTIOQUIA,64475602,2017/10/09,ACTIVA,2025/03/21,2025
MINIMERCADO D1 HISPANIA,MEDELLIN PARA ANTIOQUIA,69410502,2019/11/18,ACTIVA,2025/03/21,2025
MINIMERCADO D1 HORIZONTES,MEDELLIN PARA ANTIOQUIA,61157002,2016/05/10,ACTIVA,2025/03/21,2025
MINIMERCADO D1 HOTEL NUTIBARA,MEDELLIN PARA ANTIOQUIA,58405602,2015/01/27,ACTIVA,2025/03/21,2025
MINIMERCADO D1 INDEPENDENCIAS,ABURRA SUR,187518,2016/02/18,ACTIVA,2025/03/13,2025
MINIMERCADO D1 ITAGUI EL CARMELO,ABURRA SUR,176317,2014/11/11,ACTIVA,2025/03/13,2025
MINIMERCADO D1 ITAGUI EL ROSARIO,ABURRA SUR,230988,2020/07/03,ACTIVA,2025/03/14,2025
MINIMERCADO D1 ITAGUI LA 39,ABURRA SUR,220799,2019/05/28,CANCELADA,2023/03/17,2023
MINIMERCADO D1 ITAGUI LAS ASTURIAS,ABURRA SUR,155230,2012/08/09,ACTIVA,2025/03/13,2025
MINIMERCADO D1 ITAGUI LAS MERCEDES,ABURRA SUR,150194,2012/01/18,ACTIVA,2025/03/13,2025
MINIMERCADO D1 ITAGUI PARQUE,ABURRA SUR,135227,2009/11/24,ACTIVA,2025/03/13,2025
MINIMERCADO D1 ITAGUI PLAYA RICA,ABURRA SUR,229063,2020/03/17,ACTIVA,2025/03/14,2025
MINIMERCADO D1 ITAGUI SIMON BOLIVAR,ABURRA SUR,138925,2010/06/30,ACTIVA,2025/03/13,2025
MINIMERCADO D1 ITAGUI TRANSITO,ABURRA SUR,194966,2016/11/17,ACTIVA,2025/03/13,2025
MINIMERCADO D1 JARDIN,MEDELLIN PARA ANTIOQUIA,64701602,2017/11/17,ACTIVA,2025/03/21,2025
MINIMERCADO D1 JERICO,MEDELLIN PARA ANTIOQUIA,68031602,2019/04/10,ACTIVA,2025/03/21,2025
MINIMERCADO D1 LA 10,MEDELLIN PARA ANTIOQUIA,52931602,2012/05/04,CANCELADA,2015/03/30,2015
MINIMERCADO D1 LA 80 X 30,MEDELLIN PARA ANTIOQUIA,49026502,2010/03/09,ACTIVA,2025/03/21,2025
MINIMERCADO D1 LA CASTELLANA,MEDELLIN PARA ANTIOQUIA,60264502,2015/12/15,ACTIVA,2025/03/21,2025
MINIMERCADO D1 LA CEJA,ORIENTE ANTIOQUENO,70578,2010/12/16,ACTIVA,2025/03/19,2025
MINIMERCADO D1 LA CEJA 3,ORIENTE ANTIOQUENO,79895,2012/10/25,ACTIVA,2025/03/19,2025
MINIMERCADO D1 LA CEJA 4,ORIENTE ANTIOQUENO,93183,2015/05/06,ACTIVA,2025/03/19,2025
MINIMERCADO D1 LA ESTRELLA,ABURRA SUR,141120,2010/10/19,ACTIVA,2025/03/13,2025
MINIMERCADO D1 LA ESTRELLA CENTENARIO,ABURRA SUR,215713,2018/12/20,ACTIVA,2025/03/13,2025
MINIMERCADO D1 LA MINA,ABURRA SUR,162943,2013/05/28,ACTIVA,2025/03/13,2025
MINIMERCADO D1 LA PINTADA,MEDELLIN PARA ANTIOQUIA,64434702,2017/10/03,ACTIVA,2025/03/21,2025
MINIMERCADO D1 LA PRESENTACION,ABURRA SUR,156185,2012/09/11,CANCELADA,2024/03/19,2024
MINIMERCADO D1 LA SEBASTIANA,ABURRA SUR,181810,2015/06/25,ACTIVA,2025/03/13,2025
MINIMERCADO D1 LA UNION,ORIENTE ANTIOQUENO,79901,2012/10/25,ACTIVA,2025/03/19,2025
MINIMERCADO D1 LAS LOMAS,MEDELLIN PARA ANTIOQUIA,60149502,2015/11/12,ACTIVA,2025/03/21,2025
MINIMERCADO D1 LLANO GRANDE,ORIENTE ANTIOQUENO,80562,2012/11/13,ACTIVA,2025/03/19,2025
MINIMERCADO D1 LOMA DEL ESCOBERO,ABURRA SUR,143559,2011/03/04,CANCELADA,2016/03/30,2016
MINIMERCADO D1 LOMA DEL INDIO,MEDELLIN PARA ANTIOQUIA,56032902,2013/12/06,ACTIVA,2025/03/21,2025
MINIMERCADO D1 LOMA EL ESMERALDAL,ABURRA SUR,172314,2014/06/03,ACTIVA,2025/03/13,2025
MINIMERCADO D1 LOMA LOS BALSOS,MEDELLIN PARA ANTIOQUIA,56076802,2013/12/20,CANCELADA,2016/03/30,2016
MINIMERCADO D1 LOMA LOS BERNAL,MEDELLIN PARA ANTIOQUIA,55866402,2013/10/31,ACTIVA,2025/03/21,2025
MINIMERCADO D1 LOS PARRA,MEDELLIN PARA ANTIOQUIA,53445702,2012/08/09,ACTIVA,2025/03/21,2025
MINIMERCADO D1 MALL 80,MEDELLIN PARA ANTIOQUIA,62433102,2016/12/19,ACTIVA,2025/03/21,2025
MINIMERCADO D1 MANILA,MEDELLIN PARA ANTIOQUIA,62113202,2016/10/11,ACTIVA,2025/03/21,2025
MINIMERCADO D1 MARINILLA 2,ORIENTE ANTIOQUENO,80852,2012/12/18,ACTIVA,2025/03/19,2025
MINIMERCADO D1 MARINILLA 3,ORIENTE ANTIOQUENO,83701,2013/06/28,ACTIVA,2025/03/19,2025
MINIMERCADO D1 MARINILLA 4 LA DALIA,ORIENTE ANTIOQUENO,95789,2016/01/04,ACTIVA,2025/03/19,2025
MINIMERCADO D1 PANTANILLO,ABURRA SUR,182496,2015/07/22,ACTIVA,2025/03/20,2025
MINIMERCADO D1 PAVEZGO,ABURRA SUR,156184,2012/09/11,CANCELADA,2024/03/19,2024
MINIMERCADO D1 PIAZZA BELLA,MEDELLIN PARA ANTIOQUIA,53446002,2012/08/09,ACTIVA,2025/03/21,2025
MINIMERCADO D1 PIETRA SANTA,ABURRA SUR,141844,2010/12/02,ACTIVA,2025/03/13,2025
MINIMERCADO D1 POBLADO PARQUE,MEDELLIN PARA ANTIOQUIA,57140602,2014/06/04,ACTIVA,2025/03/21,2025
MINIMERCADO D1 POBLADO PATIO BONITO,MEDELLIN PARA ANTIOQUIA,58796602,2015/03/24,ACTIVA,2025/03/21,2025
MINIMERCADO D1 POBLADO VISITACION,MEDELLIN PARA ANTIOQUIA,49564202,2010/06/24,ACTIVA,2025/03/21,2025
MINIMERCADO D1 PRADITO 2,MEDELLIN PARA ANTIOQUIA,70382602,2020/06/12,ACTIVA,2025/03/21,2025
MINIMERCADO D1 PUEBLO RICO,MEDELLIN PARA ANTIOQUIA,66560902,2018/08/30,ACTIVA,2025/03/21,2025
MINIMERCADO D1 RIONEGRO,ORIENTE ANTIOQUENO,70538,2010/12/02,ACTIVA,2025/03/19,2025
MINIMERCADO D1 RIONEGRO AEROCENTRO,ORIENTE ANTIOQUENO,89209,2014/07/10,ACTIVA,2025/03/19,2025
MINIMERCADO D1 RIONEGRO GALERIA,ORIENTE ANTIOQUENO,81581,2013/02/13,ACTIVA,2025/03/19,2025
MINIMERCADO D1 RIONEGRO PORVENIR,ORIENTE ANTIOQUENO,83172,2013/05/23,CANCELADA,2017/03/06,2017
MINIMERCADO D1 RIONEGRO UCO,ORIENTE ANTIOQUENO,72889,2011/06/14,ACTIVA,2025/03/19,2025
MINIMERCADO D1 RODEO LA 79,MEDELLIN PARA ANTIOQUIA,69499602,2019/12/06,ACTIVA,2025/03/21,2025
MINIMERCADO D1 SABANETA CALLE LARGA,ABURRA SUR,166439,2013/10/07,ACTIVA,2025/03/13,2025
MINIMERCADO D1 SABANETA CALLE LARGA 2,ABURRA SUR,219278,2019/04/09,ACTIVA,2025/03/13,2025
MINIMERCADO D1 SABANETA PARQUE 2,ABURRA SUR,165176,2013/08/20,ACTIVA,2025/03/13,2025
MINIMERCADO D1 SABANETA SAN JOSE,ABURRA SUR,195080,2016/11/23,ACTIVA,2025/03/13,2025
MINIMERCADO D1 SABANETA SANTA ANA,ABURRA SUR,232030,2020/08/06,ACTIVA,2025/03/14,2025
MINIMERCADO D1 SAMARIA,ABURRA SUR,149700,2011/12/13,ACTIVA,2025/03/13,2025
MINIMERCADO D1 SAN ANTONIO DE PEREIRA,ORIENTE ANTIOQUENO,70537,2010/12/02,ACTIVA,2025/03/19,2025
MINIMERCADO D1 SAN ANTONIO DE PRADO,MEDELLIN PARA ANTIOQUIA,53450302,2012/08/09,ACTIVA,2025/03/21,2025
MINIMERCADO D1 SAN ANTONIO DE PRADO 2,MEDELLIN PARA ANTIOQUIA,65666602,2018/04/16,ACTIVA,2025/03/21,2025
MINIMERCADO D1 SAN FERNANDO,ABURRA SUR,179661,2015/04/06,ACTIVA,2025/03/13,2025
MINIMERCADO D1 SAN FRANCISCO,ABURRA SUR,169759,2014/03/03,ACTIVA,2025/03/13,2025
MINIMERCADO D1 SAN GABRIEL ITAGUI,ABURRA SUR,155229,2012/08/09,ACTIVA,2025/03/13,2025
MINIMERCADO D1 SAN IGNACIO AYACUCHO,MEDELLIN PARA ANTIOQUIA,53662802,2012/09/17,ACTIVA,2025/03/21,2025
MINIMERCADO D1 SAN ISIDRO,ABURRA SUR,195366,2016/12/14,ACTIVA,2025/03/13,2025
MINIMERCADO D1 SAN LUCAS,MEDELLIN PARA ANTIOQUIA,57737102,2014/09/16,ACTIVA,2025/03/21,2025
MINIMERCADO D1 SAN PIO,ABURRA SUR,134932,2009/10/28,ACTIVA,2025/03/13,2025
MINIMERCADO D1 SAN VICENTE,ORIENTE ANTIOQUENO,76858,2012/05/28,ACTIVA,2025/03/19,2025
MINIMERCADO D1 SANTA BARBARA,MEDELLIN PARA ANTIOQUIA,54658002,2013/04/03,ACTIVA,2025/03/21,2025
MINIMERCADO D1 SANTA FE,MEDELLIN PARA ANTIOQUIA,55093502,2013/06/18,ACTIVA,2025/03/21,2025
MINIMERCADO D1 SANTA MARIA,ABURRA SUR,141561,2010/11/17,ACTIVA,2025/03/13,2025
MINIMERCADO D1 SANTUARIO,ORIENTE ANTIOQUENO,76146,2012/03/23,ACTIVA,2025/03/19,2025
MINIMERCADO D1 SONSON,ORIENTE ANTIOQUENO,88441,2014/05/19,ACTIVA,2025/03/19,2025
MINIMERCADO D1 TABLAZA,ABURRA SUR,180761,2015/05/20,ACTIVA,2025/03/13,2025
MINIMERCADO D1 TAMESIS,MEDELLIN PARA ANTIOQUIA,69046302,2019/09/13,ACTIVA,2025/03/21,2025
MINIMERCADO D1 TORRES DEL SUR,ABURRA SUR,225976,2019/12/05,ACTIVA,2025/03/14,2025
MINIMERCADO D1 URRAO,MEDELLIN PARA ANTIOQUIA,68041102,2019/04/11,ACTIVA,2025/03/21,2025
MINIMERCADO D1 VALLEJUELOS,ABURRA SUR,153878,2012/06/13,ACTIVA,2025/03/13,2025
MINIMERCADO D1 VARIANTE CALDAS,ABURRA SUR,226866,2020/01/22,ACTIVA,2025/03/14,2025
MINIMERCADO D1 VENECIA,MEDELLIN PARA ANTIOQUIA,53256802,2012/07/05,ACTIVA,2025/03/21,2025
MINIMERCADO D1 VILLA DE ABURRA,MEDELLIN PARA ANTIOQUIA,56370302,2014/02/11,ACTIVA,2025/03/21,2025
MINIMERCADO D1 VILLA HERMOSA,MEDELLIN PARA ANTIOQUIA,52931502,2012/05/04,ACTIVA,2025/03/21,2025
MINIMERCADO D1. MARINILLA,ORIENTE ANTIOQUENO,70535,2010/12/02,ACTIVA,2025/03/19,2025
MINITIENDA D1 CEDI IBAGUE,IBAGUE,343817,2022/05/05,ACTIVA,2025/03/20,2025
MINITIENDA D1 CEDI SIBATE,BOGOTA,3438928,2021/10/06,ACTIVA,2025/03/07,2025
TIENA D1 TUMACO LA CIUDADELA,TUMACO,47432,2022/05/09,ACTIVA,2025/03/11,2025
TIENDA D1 ACACIAS,VILLAVICENCIO,361039,2019/11/08,ACTIVA,2025/03/19,2025
TIENDA D1 BUENAVENTURA PANAMERICANO,BUENAVENTURA,181230,2018/02/21,ACTIVA,2025/03/10,2025
TIENDA D1 EL BORDO,CAUCA,200303,2020/03/10,ACTIVA,2025/03/10,2025
TIENDA D1 UNICENTRO,CUCUTA,378479,2020/09/29,ACTIVA,2025/02/28,2025
TIENDA D1 VALHER,DOSQUEBRADAS,39729,2012/07/16,ACTIVA,2025/03/21,2025
TIENDA D1 CALDAS PACORA,MANIZALES,217774,2021/10/06,ACTIVA,2025/03/14,2025
TIENDA D1 FUNZA CENTRO,FACATATIVA,83219,2013/08/02,ACTIVA,2025/03/19,2025
TIENDA D1 128 BULEVAR,BOGOTA,3222929,2020/02/20,ACTIVA,2025/03/07,2025
TIENDA D1 450 AÑOS,VALLEDUPAR,175933,2020/11/10,ACTIVA,2025/03/25,2025
TIENDA D1 72 DEL LAGO,BOGOTA,3878086,2024/10/04,ACTIVA,2025/03/07,2025
TIENDA D1 ABEDULES,URABA,97932,2020/03/03,ACTIVA,2025/03/18,2025
TIENDA D1 ABEJORRAL,ORIENTE ANTIOQUENO,119601,2019/03/29,ACTIVA,2025/03/19,2025
TIENDA D1 ABREGO,OCANA,34711,2019/07/26,ACTIVA,2025/03/27,2025
TIENDA D1 ACACIAS BACHUE,VILLAVICENCIO,429944,2022/12/14,CANCELADA,2023/02/21,2023
TIENDA D1 ACACIAS CALLE 12,VILLAVICENCIO,393315,2021/04/26,ACTIVA,2025/03/19,2025
TIENDA D1 ACACIAS LA FLORIDA,VILLAVICENCIO,464427,2024/08/29,ACTIVA,2025/03/19,2025
TIENDA D1 ACEVEDO,MEDELLIN PARA ANTIOQUIA,68734802,2019/07/26,CANCELADA,2020/07/02,2020
TIENDA D1 ACEVEDO TEJADA,BOGOTA,2806613,2017/04/20,ACTIVA,2025/03/07,2025
TIENDA D1 AEROPUERTO,CUCUTA,383257,2020/11/30,ACTIVA,2025/03/12,2025
TIENDA D1 AGUACHICA CALLE 10,AGUACHICA,59116,2021/07/22,ACTIVA,2025/03/27,2025
TIENDA D1 AGUAS CALIENTES,CUCUTA,464579,2024/09/13,ACTIVA,2025/03/19,2025
TIENDA D1 AGUAS CALIENTES,CUCUTA,427613,2022/09/22,CANCELADA,2022/09/22,2022
TIENDA D1 AGUAZUL,CASANARE,141881,2019/05/14,ACTIVA,2025/03/13,2025
TIENDA D1 ALAMEDA,BOGOTA,3189545,2019/11/12,ACTIVA,2025/03/07,2025
TIENDA D1 ALAMOS 72,BOGOTA,3755071,2023/11/22,ACTIVA,2025/03/07,2025
TIENDA D1 ALCALA,CARTAGO,73976,2012/12/12,ACTIVA,2025/03/20,2025
TIENDA D1 ALCAPARROS,BOGOTA,3241104,2020/05/22,ACTIVA,2025/03/07,2025
TIENDA D1 ALDEA DE GIRON,BUCARAMANGA,9000455286,2020/03/09,ACTIVA,2025/03/21,2025
