Nombre,Cámara de Comercio,Número de Matrícula,Fecha de Matrícula,Estado de la matrícula,Fecha de renovación,Último año renovado,latitud,longitud,direccion,latitud,longitud,direccion
TIENDA ARA 0297 BOGOTA CHICO NORTE TRES,BOGOTA,2854734,2017/08/15,ACTIVA,2025/03/20,2025,4.6851973,-74.0499842,"Ac 100 # 17 - 13, Bogotá, Colombia",4.6851973,-74.0499842,"Ac 100 # 17 - 13, Bogotá, Colombia"
TIENDA ARA 1015 BOGOTA USAQUEN NAVARRA 116,BOGOTA,3562670,2022/08/01,ACTIVA,2025/03/20,2025,4.6986808,-74.0515537,"Ac 116 #19a-41, Usaquén, Bogotá, Cundinamarca, Colombia",4.6986808,-74.0515537,"Ac 116 #19a-41, Usaquén, Bogotá, Cundinamarca, Colombia"
TIENDA ARA 1245 BOGOTA USAQUEN CHICO NAVARRA,BOGOTA,3612093,2022/11/30,ACTIVA,2025/03/20,2025,4.6986808,-74.0515537,"Ac 116 #19a-41, Usaquén, Bogotá, Cundinamarca, Colombia",4.6986808,-74.0515537,"Ac 116 #19a-41, Usaquén, Bogotá, Cundinamarca, Colombia"
TIENDA ARA 0198 NIZA,BOGOTA,2699761,2016/06/17,ACTIVA,2025/03/20,2025,4.7106409,-74.0728378,"Ac 127 #60-39, Suba, Bogotá, Cundinamarca, Colombia",4.7106409,-74.0728378,"Ac 127 #60-39, Suba, Bogotá, Cundinamarca, Colombia"
TIENDA ARA 0463 BOGOTA NORMANDIA,BOGOTA,2990131,2018/07/25,ACTIVA,2025/03/20,2025,4.6697742,-74.1055534,"Ac 53 # 71-43/03, Bogotá, Colombia",4.6697742,-74.1055534,"Ac 53 # 71-43/03, Bogotá, Colombia"
TIENDA ARA 1588 BOGOTA TEUSAQUILLO CENTRO COMERCIAL GRAN ESTACION LOCAL 2-19,BOGOTA,3897534,2024/12/05,ACTIVA,2025/03/21,2025,4.6473986,-74.1019189,"Ac. 26 #62-47, Bogotá, Colombia",4.6473986,-74.1019189,"Ac. 26 #62-47, Bogotá, Colombia"
TIENDA ARA 0830 MOMPOX URBANIZACION ANTIOQUIA,MAGANGUE,50850,2021/11/06,ACTIVA,2025/03/20,2025,9.238553999999999,-74.4289747,"Agencias de Transporte Mompox, Santa Cruz de Mompox, Mompós, Bolívar, Colombia",9.238553999999999,-74.4289747,"Agencias de Transporte Mompox, Santa Cruz de Mompox, Mompós, Bolívar, Colombia"
TIENDA ARA 1043 SAN GIL SAGRADA FAMILIA,BUCARAMANGA,9000634266,2022/11/23,ACTIVA,2025/03/21,2025,,,,,,
TIENDA ARA 1048 BUCARAMANGA SAN ALONSO,BUCARAMANGA,9000634598,2022/11/29,ACTIVA,2025/03/21,2025,7.1310842,-73.1198716,"Ak 27 #18-22, Bucaramanga, Santander, Colombia",7.1310842,-73.1198716,"Ak 27 #18-22, Bucaramanga, Santander, Colombia"
TIENDA ARA 1049 BUCARAMANGA MEJORAS PUBLICAS,BUCARAMANGA,9000634597,2022/11/29,ACTIVA,2025/03/21,2025,7.1210485,-73.11623689999999,"Ak 27 #36-39, Mejoras Públicas, Bucaramanga, Santander, Colombia",7.1210485,-73.11623689999999,"Ak 27 #36-39, Mejoras Públicas, Bucaramanga, Santander, Colombia"
TIENDA ARA 1141 BUCARAMANGA NUEVO SOTOMAYOR,BUCARAMANGA,9000634268,2022/11/23,ACTIVA,2025/03/21,2025,7.1145384,-73.11512499999999,"Ak 27 #51-10, Nuevo Sotomayor, Bucaramanga, Santander, Colombia",7.1145384,-73.11512499999999,"Ak 27 #51-10, Nuevo Sotomayor, Bucaramanga, Santander, Colombia"
TIENDA ARA 0418 BOGOTA CHAPINERO MARLY CL 47,BOGOTA,2898107,2017/12/06,ACTIVA,2025/03/20,2025,4.634259999999999,-74.0637127,"Ak 7 # 47-50 LC 1, Bogotá, Colombia",4.634259999999999,-74.0637127,"Ak 7 # 47-50 LC 1, Bogotá, Colombia"
TIENDA ARA 1607 BOGOTÁ USAQUÉN HUB SAN JUAN DE ÁVILA,BOGOTA,3916566,2025/02/05,ACTIVA,2025/02/05,2025,4.735252399999999,-74.0546751,"Cl. 152 #53-5, Suba, Bogotá, D.C, Bogotá, Colombia",4.735252399999999,-74.0546751,"Cl. 152 #53-5, Suba, Bogotá, D.C, Bogotá, Colombia"
TIENDA ARA 1651 BOGOTÁ USAQUÉN KR 7 CL 123,BOGOTA,3941648,2025/03/27,ACTIVA,2025/03/27,2025,4.6991184,-74.0293603,"Ak 7 #123-65, Bogotá, Colombia",4.6991184,-74.0293603,"Ak 7 #123-65, Bogotá, Colombia"
TIENDA ARA 1610 BOGOTA USAQUEN MALL NORTH POINT,BOGOTA,3939539,2025/03/21,ACTIVA,2025/03/21,2025,4.7307854,-74.02382,"Ak 7 #155-80, Bogotá, Colombia",4.7307854,-74.02382,"Ak 7 #155-80, Bogotá, Colombia"
TIENDA ARA 0992 BOGOTA SAN MARTIN SAN MARTIN SANTA FE,BOGOTA,3534831,2022/05/26,ACTIVA,2025/03/20,2025,4.617984700000001,-74.0680869,"Ak 7 #31-42, Bogotá, Colombia",4.617984700000001,-74.0680869,"Ak 7 #31-42, Bogotá, Colombia"
TIENDA ARA 0956 BOGOTA NAVARRA 106,BOGOTA,3534846,2022/05/26,ACTIVA,2025/03/20,2025,4.694297,-74.05090679999999,"Ak. 19 #106a-99 a 106a-1, Bogotá, Colombia",4.694297,-74.05090679999999,"Ak. 19 #106a-99 a 106a-1, Bogotá, Colombia"
TIENDA ARA 0473 BOGOTA LA VICTORIA,BOGOTA,2963798,2018/05/23,ACTIVA,2025/03/20,2025,4.5523248,-74.0917494,"Ak. 4 Este #37A-34, San Cristóbal, Bogotá, Cundinamarca, Colombia",4.5523248,-74.0917494,"Ak. 4 Este #37A-34, San Cristóbal, Bogotá, Cundinamarca, Colombia"
TIENDA ARA 0870 CALI ALFONSO BONILLA,CALI,1171547,2022/11/25,ACTIVA,2025/03/20,2025,3.42024,-76.4810651,"Alfonso Bonilla, Cali, Valle del Cauca, Colombia",3.42024,-76.4810651,"Alfonso Bonilla, Cali, Valle del Cauca, Colombia"
TIENDA ARA 1486 BELLO EL PORVENIR,MEDELLIN PARA ANTIOQUIA,80765202,2024/11/27,ACTIVA,2025/03/19,2025,6.345694,-75.5660904,"Cl. 63 #13, BellaVista, Bello, Antioquia, Colombia",6.345694,-75.5660904,"Cl. 63 #13, BellaVista, Bello, Antioquia, Colombia"
TIENDA ARA 0737 CUCUTA VILLAS DEL RODEO,CUCUTA,393935,2021/05/03,ACTIVA,2025/03/21,2025,7.891534300000001,-72.5481925,"Anillo Vial Occidental, Cúcuta, Norte de Santander, Colombia",7.891534300000001,-72.5481925,"Anillo Vial Occidental, Cúcuta, Norte de Santander, Colombia"
TIENDA ARA 1467 SANTA ROSA DE CABAL CENTRO CRA 14 CALLE 18,SANTA ROSA DE CABAL,42087,2024/11/01,ACTIVA,2025/03/20,2025,4.8671319,-75.6192282,"Antigua cooperativa, Cl. 14 #11-26, Santa Rosa, Santa Rosa de Cabal, Risaralda, Colombia",4.8671319,-75.6192282,"Antigua cooperativa, Cl. 14 #11-26, Santa Rosa, Santa Rosa de Cabal, Risaralda, Colombia"
TIENDA ARA 1329 BOGOTA SUBA LA GAITANA,BOGOTA,3705199,2023/07/14,ACTIVA,2025/03/20,2025,4.7446141,-74.1066677,"Ara gaitana, Cl. 139 #118-05, Bogotá, Colombia",4.7446141,-74.1066677,"Ara gaitana, Cl. 139 #118-05, Bogotá, Colombia"
TIENDA ARA 0086 EL NOGAL,ARMENIA,196391,2014/11/28,ACTIVA,2025/03/21,2025,4.554952399999999,-75.6573719,"Armenia, Quindío, Colombia",4.554952399999999,-75.6573719,"Armenia, Quindío, Colombia"
TIENDA ARA 1695 ARMENIA GRAN COLOMBIA,ARMENIA,290417,2025/06/17,ACTIVA,2025/06/17,2025,4.554952399999999,-75.6573719,"Armenia, Quindío, Colombia",4.554952399999999,-75.6573719,"Armenia, Quindío, Colombia"
TIENDA ARA 0285 ZUCA PLAZA,BOGOTA,2780098,2017/02/13,ACTIVA,2025/03/20,2025,4.7549171,-74.1520925,"Autop Medellin Km 3.9 Costado Sur Zuca Plaza, Cota, Cundinamarca, Colombia",4.7549171,-74.1520925,"Autop Medellin Km 3.9 Costado Sur Zuca Plaza, Cota, Cundinamarca, Colombia"
TIENDA ARA 0982 CALI LA FLORA CALLE 44 N,CALI,1155872,2022/06/17,ACTIVA,2025/03/20,2025,3.4809031,-76.52338900000001,"Av 6a N #36/38 # 24, Cali, Valle del Cauca, Colombia",3.4809031,-76.52338900000001,"Av 6a N #36/38 # 24, Cali, Valle del Cauca, Colombia"
TIENDA ARA 1040 BOGOTA KENNEDY MARIA PAZ,BOGOTA,3610813,2022/11/25,ACTIVA,2025/03/20,2025,4.6373806,-74.1595616,"Av Ciudad de Cali 5a Sur-92, Bogotá, Colombia",4.6373806,-74.1595616,"Av Ciudad de Cali 5a Sur-92, Bogotá, Colombia"
TIENDA ARA 634 BOGOTA LA PAZ KENNEDY,BOGOTA,3182702,2019/10/22,ACTIVA,2025/03/20,2025,4.6373806,-74.1595616,"Av Ciudad de Cali 5a Sur-92, Bogotá, Colombia",4.6373806,-74.1595616,"Av Ciudad de Cali 5a Sur-92, Bogotá, Colombia"
TIENDA ARA 0978 BOGOTA ENGATIVA LAS FERIAS 2,BOGOTA,3534835,2022/05/26,ACTIVA,2025/03/20,2025,4.6892507,-74.08369309999999,"Av Cl 80 #57 69K, Bogotá, Colombia",4.6892507,-74.08369309999999,"Av Cl 80 #57 69K, Bogotá, Colombia"
TIENDA ARA 1534 BOGOTA ENGATIVA MALL CALLE 80,BOGOTA,3867077,2024/09/06,ACTIVA,2025/03/21,2025,4.6921702,-74.08442149999999,"Cra. 69t #80-25, Bogotá, Colombia",4.6921702,-74.08442149999999,"Cra. 69t #80-25, Bogotá, Colombia"
TIENDA ARA 0167 LA GRANJA,BOGOTA,2699764,2016/06/17,ACTIVA,2025/03/20,2025,4.6991049,-74.0966311,"Av Cl 80 #78A-23, Bogotá, Colombia",4.6991049,-74.0966311,"Av Cl 80 #78A-23, Bogotá, Colombia"
TIENDA ARA 1223 BOGOTA KENNEDY VILLA ALSACIA,BOGOTA,3610774,2022/11/25,ACTIVA,2025/03/20,2025,4.6492819,-74.13706979999999,"Av Guayacanes #25, Bogotá, Colombia",4.6492819,-74.13706979999999,"Av Guayacanes #25, Bogotá, Colombia"
TIENDA ARA 1691 BOGOTÁ KENNEDY MALL BAAZAR ALZACIA,BOGOTA,3939265,2025/03/20,ACTIVA,2025/03/20,2025,4.6492819,-74.13706979999999,"Av Guayacanes #25, Bogotá, Colombia",4.6492819,-74.13706979999999,"Av Guayacanes #25, Bogotá, Colombia"
TIENDA ARA 0406 DUITAMA AV DE LAS AMERICAS,DUITAMA,87788,2017/11/30,ACTIVA,2025/03/25,2025,5.8206524,-73.0359995,"Av de las Américas #21-19, Duitama, Boyacá, Colombia",5.8206524,-73.0359995,"Av de las Américas #21-19, Duitama, Boyacá, Colombia"
TIENDA ARA 1203 BOYACA DUITAMA PLAZA DE MERCADO,DUITAMA,110586,2022/11/25,ACTIVA,2025/03/25,2025,5.8206524,-73.0359995,"Av de las Américas #21-19, Duitama, Boyacá, Colombia",5.8206524,-73.0359995,"Av de las Américas #21-19, Duitama, Boyacá, Colombia"
TIENDA ARA 0706 VALLEDUPAR LA NEVADA,VALLEDUPAR,177543,2021/01/26,ACTIVA,2025/03/21,2025,10.4880371,-73.2760995,"Av sierra Nevada, Valledupar, Cesar, Colombia",10.4880371,-73.2760995,"Av sierra Nevada, Valledupar, Cesar, Colombia"
TIENDA ARA 0829 VALLEDUPAR SIERRA NEVADA,VALLEDUPAR,185987,2021/11/12,ACTIVA,2025/03/21,2025,10.4880371,-73.2760995,"Av sierra Nevada, Valledupar, Cesar, Colombia",10.4880371,-73.2760995,"Av sierra Nevada, Valledupar, Cesar, Colombia"
TIENDA ARA 0717 CÚCUTA LLERAS RESTREPO,CUCUTA,395776,2021/06/01,ACTIVA,2025/03/21,2025,7.9000277,-72.50088450000001,"Av. 0 #66, Barrio Lleras Restrepo, Cúcuta, Norte de Santander, Colombia",7.9000277,-72.50088450000001,"Av. 0 #66, Barrio Lleras Restrepo, Cúcuta, Norte de Santander, Colombia"
TIENDA ARA 0765 CUCUTA CHAPINERO,CUCUTA,399664,2021/07/29,ACTIVA,2025/03/20,2025,7.9076678,-72.5145745,"Av. 1 #3-42, Barrio Chapinero, Cúcuta, Norte de Santander, Colombia",7.9076678,-72.5145745,"Av. 1 #3-42, Barrio Chapinero, Cúcuta, Norte de Santander, Colombia"
TIENDA ARA 1082 CÚCUTA SAN MARTIN,CUCUTA,431077,2022/11/23,ACTIVA,2025/03/21,2025,7.9030878,-72.47197899999999,"Av. 10, San Martín #2N -52 Local. 1, Cúcuta, Norte de Santander, Colombia",7.9030878,-72.47197899999999,"Av. 10, San Martín #2N -52 Local. 1, Cúcuta, Norte de Santander, Colombia"
TIENDA ARA 1359 CUCUTA SAN JOSÉ DE TORCOROMA,CUCUTA,455295,2024/03/01,ACTIVA,2025/03/21,2025,7.8919667,-72.4775434,"Av. 12 #11-54, Barrio San Jose, Cúcuta, Norte de Santander, Colombia",7.8919667,-72.4775434,"Av. 12 #11-54, Barrio San Jose, Cúcuta, Norte de Santander, Colombia"
TIENDA ARA 1572 CALI AGUACATAL AV 15 OESTE,CALI,1236222,2024/10/31,ACTIVA,2025/03/20,2025,3.4595265,-76.5507798,"Av. 15 Oe. #9-04, Cali, Valle del Cauca, Colombia",3.4595265,-76.5507798,"Av. 15 Oe. #9-04, Cali, Valle del Cauca, Colombia"
TIENDA ARA 0756 CÚCUTA MAGDALENA,CUCUTA,400961,2021/08/17,ACTIVA,2025/03/21,2025,7.874222400000001,-72.5212963,"Av. 20 A #23, Br. Gaitán, Cúcuta, Norte de Santander, Colombia",7.874222400000001,-72.5212963,"Av. 20 A #23, Br. Gaitán, Cúcuta, Norte de Santander, Colombia"
TIENDA ARA 0192 GALAPA CRUZ DE JUBILEO,BARRANQUILLA,655087,2016/09/07,ACTIVA,2025/03/21,2025,,,,,,
TIENDA ARA 0215 BARRANQUILLA GRANADILLO,BARRANQUILLA,655085,2016/09/07,ACTIVA,2025/03/21,2025,10.9988532,-74.820815,"Av. 20 de Julio #84-90, Nte. Centro Historico, Barranquilla, Atlántico, Colombia",10.9988532,-74.820815,"Av. 20 de Julio #84-90, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
TIENDA ARA 0582 BARRANQUILLA LA CAMPIÑA,BARRANQUILLA,737908,2019/06/27,ACTIVA,2025/03/21,2025,11.0180227,-74.8144698,"Cra. 65 #86 - 275, Riomar, Barranquilla, Atlántico, Colombia",11.0180227,-74.8144698,"Cra. 65 #86 - 275, Riomar, Barranquilla, Atlántico, Colombia"
TIENDA ARA 1514 PORVENIR CARRERA 44,BARRANQUILLA,913257,2025/04/21,ACTIVA,2025/04/21,2025,10.9988532,-74.820815,"Av. 20 de Julio #84-90, Nte. Centro Historico, Barranquilla, Atlántico, Colombia",10.9988532,-74.820815,"Av. 20 de Julio #84-90, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
TIENDA ARA 0082 BELMONTE,PEREIRA,18120170,2014/11/25,ACTIVA,2025/03/20,2025,4.812325,-75.7576763,"Av. 30 de Agosto No. 98, Pereira, Risaralda, Colombia",4.812325,-75.7576763,"Av. 30 de Agosto No. 98, Pereira, Risaralda, Colombia"
TIENDA ARA 0689 PEREIRA 30 DE AGOSTO,PEREIRA,18183926,2021/03/10,ACTIVA,2025/03/20,2025,4.812325,-75.7576763,"Av. 30 de Agosto No. 98, Pereira, Risaralda, Colombia",4.812325,-75.7576763,"Av. 30 de Agosto No. 98, Pereira, Risaralda, Colombia"
TIENDA ARA 0513 CUCUTA AVENIDA 5,CUCUTA,336938,2018/09/14,ACTIVA,2025/03/21,2025,7.8851194,-72.50342289999999,"Av. 5 #11-69, Cúcuta, Norte de Santander, Colombia",7.8851194,-72.50342289999999,"Av. 5 #11-69, Cúcuta, Norte de Santander, Colombia"
TIENDA ARA 0762 CÚCUTA MOTILONES,CUCUTA,405556,2021/10/21,ACTIVA,2025/03/21,2025,7.919461200000001,-72.5257055,"Av. 5 #7-75 a 7-1, Br. Motilones, Cúcuta, Norte de Santander, Colombia",7.919461200000001,-72.5257055,"Av. 5 #7-75 a 7-1, Br. Motilones, Cúcuta, Norte de Santander, Colombia"
TIENDA ARA 1372 CUCUTA GARCIA HERREROS,CUCUTA,454718,2024/02/22,ACTIVA,2025/03/21,2025,7.9319681,-72.496697,"Av. 6 #14, Barrio La Insula, Cúcuta, Norte de Santander, Colombia",7.9319681,-72.496697,"Av. 6 #14, Barrio La Insula, Cúcuta, Norte de Santander, Colombia"
TIENDA ARA 1431 CALI-GRANADA CALLE 12 N,CALI,1261528,2025/08/05,ACTIVA,2025/08/05,2025,3.4540407,-76.52665089999999,"Cra. 5 #18-36, San Nicolas, Cali, Valle del Cauca, Colombia",3.4540407,-76.52665089999999,"Cra. 5 #18-36, San Nicolas, Cali, Valle del Cauca, Colombia"
TIENDA ARA 443 CALI SAN VICENTE,CALI,1022101,2018/07/09,ACTIVA,2025/03/20,2025,3.4663762,-76.5300506,"Av. 6 Nte. #24 Norte-2 a, Cl. 24 Nte. #80, Cali, Valle del Cauca, Colombia",3.4663762,-76.5300506,"Av. 6 Nte. #24 Norte-2 a, Cl. 24 Nte. #80, Cali, Valle del Cauca, Colombia"
TIENDA ARA 1606 BOGOTA FONTIBON GRANJAS DE TECHO,BOGOTA,3939523,2025/03/21,ACTIVA,2025/03/21,2025,4.6718858,-74.14513459999999,"Cl. 17 #98 - 55, Fontibón, Bogotá, Cundinamarca, Colombia",4.6718858,-74.14513459999999,"Cl. 17 #98 - 55, Fontibón, Bogotá, Cundinamarca, Colombia"
TIENDA ARA 0716 CÚCUTA SAN RAFAEL,CUCUTA,388744,2021/02/23,ACTIVA,2025/03/21,2025,7.8727429,-72.5008895,"Av. 7 #25-94, Barrio El Rosal, Cúcuta, Norte de Santander, Colombia",7.8727429,-72.5008895,"Av. 7 #25-94, Barrio El Rosal, Cúcuta, Norte de Santander, Colombia"
TIENDA ARA 0284 BOGOTA ENGATIVA LA CABAÑA,BOGOTA,2896487,2017/11/30,ACTIVA,2025/03/20,2025,4.673247,-74.0990917,"Av. 70 # 63 D - 35, Bogotá, Colombia",4.673247,-74.0990917,"Av. 70 # 63 D - 35, Bogotá, Colombia"
TIENDA ARA 0757 CÚCUTA LA RIVIERA,CUCUTA,405566,2021/10/21,ACTIVA,2025/03/21,2025,7.8901643,-72.4910867,"Av. 9 Este, Barrio Sayago, Cúcuta, Norte de Santander, Colombia",7.8901643,-72.4910867,"Av. 9 Este, Barrio Sayago, Cúcuta, Norte de Santander, Colombia"
TIENDA ARA 0168 LOS LAGARTOS,BOGOTA,2699765,2016/06/17,ACTIVA,2025/03/20,2025,4.697211999999999,-74.08499549999999,"Av. Boyacá # 95-23, Suba, Bogotá, Cundinamarca, Colombia",4.697211999999999,-74.08499549999999,"Av. Boyacá # 95-23, Suba, Bogotá, Cundinamarca, Colombia"
TIENDA ARA 1443 BOGOTA ENGATIVA SANTA MARIA DEL LAGO,BOGOTA,3891881,2024/11/15,ACTIVA,2025/03/20,2025,4.688301399999999,-74.09463629999999,"Av. Boyacá #72-69, Engativá, Bogotá, Cundinamarca, Colombia",4.688301399999999,-74.09463629999999,"Av. Boyacá #72-69, Engativá, Bogotá, Cundinamarca, Colombia"
TIENDA ARA 1609 BOGOTA ENGATIVA PARQUE BOYACA,BOGOTA,3939532,2025/03/21,ACTIVA,2025/03/21,2025,4.688301399999999,-74.09463629999999,"Av. Boyacá #72-69, Engativá, Bogotá, Cundinamarca, Colombia",4.688301399999999,-74.09463629999999,"Av. Boyacá #72-69, Engativá, Bogotá, Cundinamarca, Colombia"
TIENDA ARA 1154 NEIVA BUGANVILES,HUILA,380656,2022/11/17,ACTIVA,2025/03/21,2025,2.9407962,-75.2646468,"Av. Buganviles, Neiva, Huila, Colombia",2.9407962,-75.2646468,"Av. Buganviles, Neiva, Huila, Colombia"
TIENDA ARA 0936 CALI CANEY CARRERA 80,CALI,1169324,2022/10/28,ACTIVA,2025/03/20,2025,3.388086,-76.516717,"Av. Cdad. de Cali #calle 48 80-26, Comuna 17, Cali, Valle del Cauca, Colombia",3.388086,-76.516717,"Av. Cdad. de Cali #calle 48 80-26, Comuna 17, Cali, Valle del Cauca, Colombia"
TIENDA ARA 0579 BOGOTA VENECIA,BOGOTA,3082110,2019/03/13,ACTIVA,2025/03/20,2025,4.5935261,-74.1385997,"Diag. 46A Sur #51-2 a 51-70, Bogotá, Colombia",4.5935261,-74.1385997,"Diag. 46A Sur #51-2 a 51-70, Bogotá, Colombia"
TIENDA ARA 0599 VENECIA DIAGONAL 46,BOGOTA,3116836,2019/05/23,ACTIVA,2025/03/20,2025,4.5946525,-74.137512,"Av. Cdad. de Quito #50-99 a 50-1, Bogotá, Colombia",4.5946525,-74.137512,"Av. Cdad. de Quito #50-99 a 50-1, Bogotá, Colombia"
TIENDA ARA 0282 MONTERIA URBINA,MONTERIA,156810,2017/06/28,ACTIVA,2025/03/20,2025,8.742265,-75.8837429,"Av. Circunvalar, Montería, Córdoba, Colombia",8.742265,-75.8837429,"Av. Circunvalar, Montería, Córdoba, Colombia"
TIENDA ARA 0390 MONTELIBANO,MONTERIA,160103,2017/11/29,ACTIVA,2025/03/20,2025,8.742265,-75.8837429,"Av. Circunvalar, Montería, Córdoba, Colombia",8.742265,-75.8837429,"Av. Circunvalar, Montería, Córdoba, Colombia"
TIENDA ARA 0404 CERETE AVENIDA SANTANDER,MONTERIA,160100,2017/11/29,ACTIVA,2025/03/20,2025,8.7442007,-75.8973809,"Cl. 5 #2a-4, Montería, Córdoba, Colombia",8.7442007,-75.8973809,"Cl. 5 #2a-4, Montería, Córdoba, Colombia"
TIENDA ARA 504 SAN BERNARDO DEL VIENTO,MONTERIA,167230,2018/10/12,ACTIVA,2025/03/20,2025,8.742265,-75.8837429,"Av. Circunvalar, Montería, Córdoba, Colombia",8.742265,-75.8837429,"Av. Circunvalar, Montería, Córdoba, Colombia"
TIENDA ARA 0067 CALARCA COLON,ARMENIA,195938,2014/10/21,ACTIVA,2025/03/21,2025,4.5214265,-75.6488826,"Av. Colón, Calarcá, Quindío, Calarcá, Colombia",4.5214265,-75.6488826,"Av. Colón, Calarcá, Quindío, Calarcá, Colombia"
TIENDA ARA 0872 CUCUTA SAN LUIS,CUCUTA,419367,2022/05/23,ACTIVA,2025/03/21,2025,7.893155399999999,-72.4828903,"Av. Demetrio Mendoza #12-47, San Luis, Cúcuta, Norte de Santander, Colombia",7.893155399999999,-72.4828903,"Av. Demetrio Mendoza #12-47, San Luis, Cúcuta, Norte de Santander, Colombia"
TIENDA ARA 1022 CUCUTA QUINTA ORIENTAL,CUCUTA,462285,2024/07/26,ACTIVA,2025/03/21,2025,7.896793000000001,-72.4904306,"Av. Guaimaral #4, Barrio 20 de Diciembre, Cúcuta, Norte de Santander, Colombia",7.896793000000001,-72.4904306,"Av. Guaimaral #4, Barrio 20 de Diciembre, Cúcuta, Norte de Santander, Colombia"
TIENDA ARA 0457 TUNJA MALDONADO,TUNJA,161827,2018/07/25,ACTIVA,2025/03/25,2025,5.542583899999999,-73.3593198,"Av. Maldonado #1019, Tunja, Boyacá, Colombia",5.542583899999999,-73.3593198,"Av. Maldonado #1019, Tunja, Boyacá, Colombia"
TIENDA ARA 0296 FUSAGASUGA CENTRO CALLE 8,BOGOTA,2934452,2018/03/16,ACTIVA,2025/03/20,2025,4.3423942,-74.36431739999999,"Cl 8 #32, Sabaneta, Fusagasugá, Cundinamarca, Colombia",4.3423942,-74.36431739999999,"Cl 8 #32, Sabaneta, Fusagasugá, Cundinamarca, Colombia"
TIENDA ARA 0366 FUSAGASUGA CARRERA 6,BOGOTA,2857271,2017/08/18,ACTIVA,2025/03/20,2025,4.331915,-74.3749553,"Av. Manuel Humberto #24-433 a 24-269, Fusagasugá, Cundinamarca, Colombia",4.331915,-74.3749553,"Av. Manuel Humberto #24-433 a 24-269, Fusagasugá, Cundinamarca, Colombia"
TIENDA ARA 1626 FUSAGASUGÁ CENTRO COMERCIAL JARDÍN,BOGOTA,3967429,2025/05/27,ACTIVA,2025/05/27,2025,4.331915,-74.3749553,"Av. Manuel Humberto #24-433 a 24-269, Fusagasugá, Cundinamarca, Colombia",4.331915,-74.3749553,"Av. Manuel Humberto #24-433 a 24-269, Fusagasugá, Cundinamarca, Colombia"
TIENDA ARA 1662 FUSAGASUGÁ PARQUE PRINCIPAL,BOGOTA,3968326,2025/05/29,ACTIVA,2025/05/29,2025,4.331915,-74.3749553,"Av. Manuel Humberto #24-433 a 24-269, Fusagasugá, Cundinamarca, Colombia",4.331915,-74.3749553,"Av. Manuel Humberto #24-433 a 24-269, Fusagasugá, Cundinamarca, Colombia"
TIENDA ARA 626 LA VENTA FUSAGASUGÁ,BOGOTA,3155097,2019/08/21,ACTIVA,2025/03/20,2025,4.331915,-74.3749553,"Av. Manuel Humberto #24-433 a 24-269, Fusagasugá, Cundinamarca, Colombia",4.331915,-74.3749553,"Av. Manuel Humberto #24-433 a 24-269, Fusagasugá, Cundinamarca, Colombia"
TIENDA ARA 1056 POPAYAN ARBOLEDA CALLE 60 N,CAUCA,230550,2023/02/23,ACTIVA,2025/03/20,2025,2.4813215,-76.572801,"Av. Panamericana #63 Norte-1 a 63 Norte-181, Popayán, Cauca, Colombia",2.4813215,-76.572801,"Av. Panamericana #63 Norte-1 a 63 Norte-181, Popayán, Cauca, Colombia"
TIENDA ARA 0898 CALI ALAMEDA AV ROOSVELT,CALI,1154679,2022/06/06,ACTIVA,2025/03/20,2025,3.4328916,-76.5390218,"Av. Roosevelt #27-36, 3 de Julio, Cali, Valle del Cauca, Colombia",3.4328916,-76.5390218,"Av. Roosevelt #27-36, 3 de Julio, Cali, Valle del Cauca, Colombia"
TIENDA ARA 0042 VITERBO,MANIZALES,165207,2014/05/29,ACTIVA,2025/03/20,2025,5.0613925,-75.8740637,"Cra. 7 #9 - 10, Viterbo, Caldas, Colombia",5.0613925,-75.8740637,"Cra. 7 #9 - 10, Viterbo, Caldas, Colombia"
TIENDA ARA 0045 MANIZALES,MANIZALES,166188,2014/07/30,ACTIVA,2025/03/20,2025,5.0585201,-75.4867751,"Av. Santander #62-65, Manizales, Caldas, Colombia",5.0585201,-75.4867751,"Av. Santander #62-65, Manizales, Caldas, Colombia"
TIENDA ARA 0066 EL RETIRO,MANIZALES,169078,2014/12/01,ACTIVA,2025/03/20,2025,5.0645595,-75.5088031,"Cra. 27 #36-47, Manizales, Caldas, Colombia",5.0645595,-75.5088031,"Cra. 27 #36-47, Manizales, Caldas, Colombia"
TIENDA ARA 0085 MANIZALES ALTA SUIZA,MANIZALES,176134,2015/11/20,ACTIVA,2025/03/20,2025,5.0585201,-75.4867751,"Av. Santander #62-65, Manizales, Caldas, Colombia",5.0585201,-75.4867751,"Av. Santander #62-65, Manizales, Caldas, Colombia"
TIENDA ARA 0996 VALLEDUPAR SAN MARTIN,VALLEDUPAR,195223,2022/10/13,ACTIVA,2025/03/21,2025,10.4463818,-73.2433561,"Av. Simón Bolívar #43-90, Valledupar, Cesar, Colombia",10.4463818,-73.2433561,"Av. Simón Bolívar #43-90, Valledupar, Cesar, Colombia"
TIENDA ARA 0074 GRANADA,ARMENIA,196287,2014/11/19,ACTIVA,2025/03/21,2025,4.747118,-74.048846,"Cl. 166 #46-53, Bogotá, Colombia",4.747118,-74.048846,"Cl. 166 #46-53, Bogotá, Colombia"
