Nombre,Cámara de Comercio,Número de Matrícula,Fecha de Matrícula,Estado de la matrícula,Fecha de renovación,Último año renovado,latitud,longitud,direccion,latitud,longitud,direccion
TIENDA ARA 1175 BUCARAMANGA UNIVERSIDAD,BUCARAMANGA,9000634280,2022/11/23,ACTIVA,2025/03/21,2025,7.1342078,-73.11850849999999,"Ave Eduardo Santos #28-93, Bucaramanga, Santander, Colombia",7.1342078,-73.11850849999999,"Ave Eduardo Santos #28-93, Bucaramanga, Santander, Colombia"
TIENDA ARA 1094 CALI AVENIDA 3 NORTE,CALI,1169320,2022/10/28,ACTIVA,2025/03/20,2025,3.4861134,-76.51176029999999,"Avenida 3 Norte con, Cl. 57 Nte., Cali, Valle del Cauca, Colombia",3.4861134,-76.51176029999999,"Avenida 3 Norte con, Cl. 57 Nte., Cali, Valle del Cauca, Colombia"
TIENDA ARA 437 CALI LOS ALAMOS,CALI,1012631,2018/03/31,ACTIVA,2025/03/20,2025,3.4861134,-76.51176029999999,"Avenida 3 Norte con, Cl. 57 Nte., Cali, Valle del Cauca, Colombia",3.4861134,-76.51176029999999,"Avenida 3 Norte con, Cl. 57 Nte., Cali, Valle del Cauca, Colombia"
TIENDA ARA 0321 BARRANQUILLA CARIBE VERDE,BARRANQUILLA,677990,2017/06/27,ACTIVA,2025/03/21,2025,10.9489032,-74.77502319999999,"Avenida Circunvalar &, Cra. 9, Sur Orient, Barranquilla, Atlántico, Colombia",10.9489032,-74.77502319999999,"Avenida Circunvalar &, Cra. 9, Sur Orient, Barranquilla, Atlántico, Colombia"
TIENDA ARA 0860 MAGANGUE PASTRANA,MAGANGUE,50941,2021/11/22,ACTIVA,2025/03/20,2025,9.2370006,-74.7464363,"Avenida Colombia # 13 B - 25, Magangué, Bolívar, Colombia",9.2370006,-74.7464363,"Avenida Colombia # 13 B - 25, Magangué, Bolívar, Colombia"
TIENDA ARA 1106 BUENAVENTURA PERLA DEL PACIFICO,BUENAVENTURA,194225,2022/11/24,ACTIVA,2025/03/21,2025,3.8696669,-76.9807951,"BARRIO CABAL POMBO, AVENIDA SIMÓN BOLÍVAR CALLE 1 #83-29, Buenaventura, Valle del Cauca, Colombia",3.8696669,-76.9807951,"BARRIO CABAL POMBO, AVENIDA SIMÓN BOLÍVAR CALLE 1 #83-29, Buenaventura, Valle del Cauca, Colombia"
TIENDA ARA 899 BARRANCABERMEJA BOSTON,BARRANCABERMEJA,133622,2022/11/18,ACTIVA,2025/03/21,2025,7.074232299999999,-73.8253325,"Barrancabermeja, Santander, Colombia",7.074232299999999,-73.8253325,"Barrancabermeja, Santander, Colombia"
TIENDA ARA 1317 CALI BOCHALEMA CALLE 48,CALI,1203180,2023/11/02,ACTIVA,2025/03/20,2025,3.3563115,-76.51881399999999,"Barrio Bochalema, Comuna 17, Cali, Valle del Cauca, Colombia",3.3563115,-76.51881399999999,"Barrio Bochalema, Comuna 17, Cali, Valle del Cauca, Colombia"
TIENDA ARA 0844 CUCUTA LA CEIBA,CUCUTA,413478,2022/03/04,ACTIVA,2025/03/21,2025,7.902839399999999,-72.4972326,"Barrio Ceiba 2, Cúcuta, Norte de Santander, Colombia",7.902839399999999,-72.4972326,"Barrio Ceiba 2, Cúcuta, Norte de Santander, Colombia"
TIENDA ARA 0241 CARTAGENA EL POZON,CARTAGENA,36898102,2016/10/27,ACTIVA,2025/03/21,2025,10.4055158,-75.45438639999999,"Barrio el Pozón mz 41, Provincia de Cartagena, Bolívar, Colombia",10.4055158,-75.45438639999999,"Barrio el Pozón mz 41, Provincia de Cartagena, Bolívar, Colombia"
TIENDA ARA 0800 MONTERIA FURATENA,MONTERIA,193313,2021/11/25,ACTIVA,2025/03/20,2025,8.720766099999999,-75.889984,"Barrio furatena, finca, La Gloria, Montería, Córdoba, Colombia",8.720766099999999,-75.889984,"Barrio furatena, finca, La Gloria, Montería, Córdoba, Colombia"
TIENDA ARA 0906 LA APARTADA TRONCAL,MONTERIA,195850,2022/03/16,ACTIVA,2025/03/20,2025,8.757543,-75.8722159,"Cl. 41 # 14 - 281, Montería, Córdoba, Colombia",8.757543,-75.8722159,"Cl. 41 # 14 - 281, Montería, Córdoba, Colombia"
TIENDA ARA 1694 NILO BASE MILITAR TOLEMAIDA,GIRARDOT,123487,2025/06/04,ACTIVA,2025/06/04,2025,4.293712999999999,-74.8076516,"Cra. 10 #N° 13 - 23, Girardot, Cundinamarca, Colombia",4.293712999999999,-74.8076516,"Cra. 10 #N° 13 - 23, Girardot, Cundinamarca, Colombia"
TIENDA ARA 0439 BOGOTA SANTA HELENITA,BOGOTA,2913158,2018/02/01,ACTIVA,2025/03/20,2025,4.6937403,-74.10299289999999,"Bogotá, Colombia",4.6937403,-74.10299289999999,"Bogotá, Colombia"
TIENDA ARA 0671 BOGOTÁ SUBA LOS NARANJOS,BOGOTA,3315586,2020/12/02,ACTIVA,2025/03/20,2025,4.7249617,-74.0888987,"Bogotá, Colombia",4.7249617,-74.0888987,"Bogotá, Colombia"
TIENDA ARA 0887 BOGOTA USME MONTEBLANCO,BOGOTA,3463109,2021/12/17,ACTIVA,2025/03/20,2025,4.5025059,-74.1162325,"Bogotá, Colombia",4.5025059,-74.1162325,"Bogotá, Colombia"
TIENDA ARA 1213 BOGOTA SUBA RINCON DE SAN JORGE,BOGOTA,3610708,2022/11/25,ACTIVA,2025/03/20,2025,4.7323887,-74.090173,"Cl 132 #94c-38, Bogotá, Colombia",4.7323887,-74.090173,"Cl 132 #94c-38, Bogotá, Colombia"
TIENDA ARA 1459 BOGOTÁ USAQUÉN CENTRO COMERCIAL CEDRITOS,BOGOTA,3790552,2024/03/04,ACTIVA,2025/03/20,2025,4.7317705,-74.0419235,"Bogotá, Colombia",4.7317705,-74.0419235,"Bogotá, Colombia"
TIENDA ARA 1525 BOGOTÁ SUBA RINCON,BOGOTA,3824577,2024/05/23,ACTIVA,2025/03/21,2025,4.7249617,-74.0888987,"Bogotá, Colombia",4.7249617,-74.0888987,"Bogotá, Colombia"
TIENDA ARA 1542 BOGOTA BOSA LA INDEPENDENCIA,BOGOTA,3824547,2024/05/23,ACTIVA,2025/03/21,2025,4.620297,-74.19789349999999,"Bogotá, Colombia",4.620297,-74.19789349999999,"Bogotá, Colombia"
TIENDA ARA 0894 BOGOTA BOSA CHICALA,BOGOTA,3463679,2021/12/21,ACTIVA,2025/03/20,2025,4.6236345,-74.1791205,"Bosa, Bogotá, Colombia",4.6236345,-74.1791205,"Bosa, Bogotá, Colombia"
TIENDA ARA 1639 BOGOTÁ KENNEDY CHICALA,BOGOTA,3939257,2025/03/20,ACTIVA,2025/03/20,2025,4.6236345,-74.1791205,"Bosa, Bogotá, Colombia",4.6236345,-74.1791205,"Bosa, Bogotá, Colombia"
TIENDA ARA 1143 BUCARAMANGA ALFONSO LOPEZ,BUCARAMANGA,9000634275,2022/11/23,ACTIVA,2025/03/21,2025,7.111824200000001,-73.13076769999999,"Cl. 45 #761, García Rovira, Bucaramanga, Santander, Colombia",7.111824200000001,-73.13076769999999,"Cl. 45 #761, García Rovira, Bucaramanga, Santander, Colombia"
TIENDA ARA 1206 BUENAVISTA CENTRO SUCRE,MAGANGUE,53394,2022/11/21,CANCELADA,2024/03/11,2024,9.3195389,-74.9733356,"Buenavista, Sucre, Colombia",9.3195389,-74.9733356,"Buenavista, Sucre, Colombia"
TIENDA ARA 0856 COVEÑAS TRONCAL CARIBE,SINCELEJO,128120,2022/06/15,ACTIVA,2025/03/21,2025,9.4039979,-75.6637315,"C 10 10E 588, Coveñas, Sucre, Colombia",9.4039979,-75.6637315,"C 10 10E 588, Coveñas, Sucre, Colombia"
TIENDA ARA 1014 NEIVA ALTICO,HUILA,380657,2022/11/17,ACTIVA,2025/03/21,2025,2.9298387,-75.2829683,"C. 8 #1161, Neiva, Huila, Colombia",2.9298387,-75.2829683,"C. 8 #1161, Neiva, Huila, Colombia"
TIENDA ARA 0984 NEIVA CENTRO CALLE 8,HUILA,380662,2022/11/17,ACTIVA,2025/03/21,2025,2.9275195,-75.2874605,"C. 8 #410010, Neiva, Huila, Colombia",2.9275195,-75.2874605,"C. 8 #410010, Neiva, Huila, Colombia"
TIENDA ARA 1102 NEIVA IPANEMA,HUILA,380664,2022/11/17,ACTIVA,2025/03/21,2025,2.932474,-75.252557,"C. 8 #46-171, Neiva, Huila, Colombia",2.932474,-75.252557,"C. 8 #46-171, Neiva, Huila, Colombia"
TIENDA ARA 0543 BOGOTA 20 DE JULIO SAN CRISTOBAL,BOGOTA,3043766,2018/12/06,ACTIVA,2025/03/20,2025,4.57137,-74.0931682,"Cl. 23 Sur #6-29, Bogotá, Colombia",4.57137,-74.0931682,"Cl. 23 Sur #6-29, Bogotá, Colombia"
TIENDA ARA 1615 BOGOTÁ SAN CRISTÓBAL CC 20 DE JULIO,BOGOTA,3976614,2025/06/19,ACTIVA,2025/06/19,2025,4.57137,-74.0931682,"Cl. 23 Sur #6-29, Bogotá, Colombia",4.57137,-74.0931682,"Cl. 23 Sur #6-29, Bogotá, Colombia"
TIENDA ARA 0972 POPAYAN EL PLACER,CAUCA,225763,2022/08/26,ACTIVA,2025/03/20,2025,2.4564213,-76.59184979999999,"Cl. 25 Nte., Popayán, Cauca, Colombia",2.4564213,-76.59184979999999,"Cl. 25 Nte., Popayán, Cauca, Colombia"
TIENDA ARA 1624 COTA CEDRO MALL,BOGOTA,3953101,2025/04/23,ACTIVA,2025/04/23,2025,4.80284,-74.1082737,"CC Cedro Mall, Cra. 5 #1 - 97, Cota, Cundinamarca, Colombia",4.80284,-74.1082737,"CC Cedro Mall, Cra. 5 #1 - 97, Cota, Cundinamarca, Colombia"
TIENDA ARA 1016 BOGOTA ENGATIVA UNICENTRO,BOGOTA,3597392,2022/10/19,ACTIVA,2025/03/20,2025,4.7228173,-74.1140763,"CC Unicentro de Occidente, Cra. 111c #86-74 local 1-33, Engativá, Bogotá, Cundinamarca, Colombia",4.7228173,-74.1140763,"CC Unicentro de Occidente, Cra. 111c #86-74 local 1-33, Engativá, Bogotá, Cundinamarca, Colombia"
TIENDA ARA 0068 APIA PLAZA PRINCIPAL,PEREIRA,18119834,2014/11/11,ACTIVA,2025/03/20,2025,4.808261,-75.6913885,"CENTRO COMERCIAL PEREIRA PLAZA, Centro Comercial, Cl 15 #13 110 LC 112, Pereira, Risaralda, Colombia",4.808261,-75.6913885,"CENTRO COMERCIAL PEREIRA PLAZA, Centro Comercial, Cl 15 #13 110 LC 112, Pereira, Risaralda, Colombia"
TIENDA ARA 0078 SAN CAMILO,PEREIRA,18120169,2014/11/25,ACTIVA,2025/03/20,2025,4.8154271,-75.7030292,"Cra. 7 #29 - 49, Pereira, Risaralda, Colombia",4.8154271,-75.7030292,"Cra. 7 #29 - 49, Pereira, Risaralda, Colombia"
TIENDA ARA 0095 SANTUARIO PLAZA PRINCIPAL,PEREIRA,18123992,2015/05/22,ACTIVA,2025/03/20,2025,4.808261,-75.6913885,"CENTRO COMERCIAL PEREIRA PLAZA, Centro Comercial, Cl 15 #13 110 LC 112, Pereira, Risaralda, Colombia",4.808261,-75.6913885,"CENTRO COMERCIAL PEREIRA PLAZA, Centro Comercial, Cl 15 #13 110 LC 112, Pereira, Risaralda, Colombia"
TIENDA ARA 1501 PEREIRA KENNEDY AVENIDA SANTANDER,PEREIRA,18223478,2024/12/05,ACTIVA,2025/03/20,2025,4.808261,-75.6913885,"CENTRO COMERCIAL PEREIRA PLAZA, Centro Comercial, Cl 15 #13 110 LC 112, Pereira, Risaralda, Colombia",4.808261,-75.6913885,"CENTRO COMERCIAL PEREIRA PLAZA, Centro Comercial, Cl 15 #13 110 LC 112, Pereira, Risaralda, Colombia"
TIENDA ARA 1679 PEREIRA PLAZA,PEREIRA,18228850,2025/06/13,ACTIVA,2025/06/13,2025,4.808261,-75.6913885,"CENTRO COMERCIAL PEREIRA PLAZA, Centro Comercial, Cl 15 #13 110 LC 112, Pereira, Risaralda, Colombia",4.808261,-75.6913885,"CENTRO COMERCIAL PEREIRA PLAZA, Centro Comercial, Cl 15 #13 110 LC 112, Pereira, Risaralda, Colombia"
TIENDA ARA 382 PEREIRA FERNANDO VELEZ,PEREIRA,18170375,2019/11/27,ACTIVA,2025/03/20,2025,4.8078882,-75.6791775,"Parque La Rebeca, Av. Circunvalar #1 - 81, Pereira, Risaralda, Colombia",4.8078882,-75.6791775,"Parque La Rebeca, Av. Circunvalar #1 - 81, Pereira, Risaralda, Colombia"
TIENDA ARA 603 GALICIA PLAZA PEREIRA,PEREIRA,18168236,2019/09/19,ACTIVA,2025/03/20,2025,4.811383999999999,-75.79678059999999,"Mall Com, Vía Parque Consotá-Galicia, Pereira, Risaralda, Colombia",4.811383999999999,-75.79678059999999,"Mall Com, Vía Parque Consotá-Galicia, Pereira, Risaralda, Colombia"
TIENDA ARA 1598 CALI MONTEBELLO CALLE 12 OESTE,CALI,1238223,2024/11/27,ACTIVA,2025/03/20,2025,3.4445047,-76.5093282,"Cra. 15 #3317-44, Comuna 8, Cali, Valle del Cauca, Colombia",3.4445047,-76.5093282,"Cra. 15 #3317-44, Comuna 8, Cali, Valle del Cauca, Colombia"
TIENDA ARA 1570 CAJICÁ-HATO GRANDE,BOGOTA,3882251,2024/10/17,ACTIVA,2025/03/21,2025,4.9075592,-74.0210895,"Cajicá, Cundinamarca, Colombia",4.9075592,-74.0210895,"Cajicá, Cundinamarca, Colombia"
TIENDA ARA 0069 BARCELONA,ARMENIA,195896,2014/10/21,ACTIVA,2025/03/21,2025,4.4278295,-75.7189191,"Calarcá-Barcelona, Barcelona, Calarcá, Quindío, Colombia",4.4278295,-75.7189191,"Calarcá-Barcelona, Barcelona, Calarcá, Quindío, Colombia"
TIENDA ARA 0145 MAGANGUE MONTECARLO,MAGANGUE,37540,2016/01/27,ACTIVA,2025/03/20,2025,9.2433257,-74.7562334,"Cale 17 # 6A - 57, Magangué, Bolívar, Colombia",9.2433257,-74.7562334,"Cale 17 # 6A - 57, Magangué, Bolívar, Colombia"
TIENDA ARA 1485 CALI VALLE GRANDE CALLE 85,CALI,1233944,2024/10/03,ACTIVA,2025/03/20,2025,3.435696,-76.4682069,"Cali, Valle del Cauca, Colombia",3.435696,-76.4682069,"Cali, Valle del Cauca, Colombia"
TIENDA ARA 397 CALI VALLE GRANDE,CALI,1001181,2017/11/16,ACTIVA,2025/03/20,2025,3.435696,-76.4682069,"Cali, Valle del Cauca, Colombia",3.435696,-76.4682069,"Cali, Valle del Cauca, Colombia"
TIENDA ARA 474 RICAURTE PEÑALISA,GIRARDOT,89161,2018/05/24,ACTIVA,2025/03/20,2025,4.2953975,-74.7870174,"Calle 10 # 5-215, Ricaurte, Cundinamarca, Colombia",4.2953975,-74.7870174,"Calle 10 # 5-215, Ricaurte, Cundinamarca, Colombia"
TIENDA ARA 569 PALMIRA ROZO,PALMIRA,127200,2019/08/01,ACTIVA,2025/03/20,2025,3.6144668,-76.3866855,"Calle 10 #09-61, Rozo, Palmira, Valle del Cauca, Colombia",3.6144668,-76.3866855,"Calle 10 #09-61, Rozo, Palmira, Valle del Cauca, Colombia"
TIENDA ARA 0831 PUERTO LIBERTADOR TRONCAL,MONTERIA,193634,2021/12/14,ACTIVA,2025/03/20,2025,7.888088299999999,-75.66834039999999,"Calle 10 #Cra. 13, Puerto Libertador, Córdoba, Colombia",7.888088299999999,-75.66834039999999,"Calle 10 #Cra. 13, Puerto Libertador, Córdoba, Colombia"
TIENDA ARA 1297 APARTADO ALFONSO LOPEZ,URABA,114714,2023/06/05,ACTIVA,2025/03/21,2025,7.875842599999999,-76.6143472,"Calle 100 #79-08, Apartadó, Antioquia, Colombia",7.875842599999999,-76.6143472,"Calle 100 #79-08, Apartadó, Antioquia, Colombia"
TIENDA ARA 1071 CÚCUTA GUAIMARAL,CUCUTA,431074,2022/11/23,ACTIVA,2025/03/21,2025,7.911214800000001,-72.4923866,"Calle 11N #11AE-39, Cúcuta, Norte de Santander, Colombia",7.911214800000001,-72.4923866,"Calle 11N #11AE-39, Cúcuta, Norte de Santander, Colombia"
TIENDA ARA 0310 BOGOTA SAN CRISTOBAL SUR,BOGOTA,2854743,2017/08/15,ACTIVA,2025/03/20,2025,4.5719674,-74.08261259999999,"Calle 17A Sur # 6 - 18 Este, Bogotá, Colombia",4.5719674,-74.08261259999999,"Calle 17A Sur # 6 - 18 Este, Bogotá, Colombia"
TIENDA ARA 1233 BOGOTA SAN CRISTOBAL SUR VILLA JAVIER,BOGOTA,3610697,2022/11/25,ACTIVA,2025/03/20,2025,4.5719674,-74.08261259999999,"Calle 17A Sur # 6 - 18 Este, Bogotá, Colombia",4.5719674,-74.08261259999999,"Calle 17A Sur # 6 - 18 Este, Bogotá, Colombia"
TIENDA ARA 1448 BOGOTA SAN CRISTOBAL SUR ALTOS DEL VIRREY,BOGOTA,3810826,2024/04/18,ACTIVA,2025/03/20,2025,4.5719674,-74.08261259999999,"Calle 17A Sur # 6 - 18 Este, Bogotá, Colombia",4.5719674,-74.08261259999999,"Calle 17A Sur # 6 - 18 Este, Bogotá, Colombia"
TIENDA ARA 0867 SOACHA RICAURTE,BOGOTA,3456969,2021/11/23,ACTIVA,2025/03/20,2025,4.5792679,-74.2133319,"Calle 18 Sur #2 - 37, Soacha, Cundinamarca, Colombia",4.5792679,-74.2133319,"Calle 18 Sur #2 - 37, Soacha, Cundinamarca, Colombia"
TIENDA ARA 0148 BARRANQUILLA SIMON BOLIVAR,BARRANQUILLA,645382,2016/05/02,ACTIVA,2025/03/21,2025,10.9360597,-74.78006400000001,"Calle 19 # 1C -20, Barranquilla, Atlántico, Colombia",10.9360597,-74.78006400000001,"Calle 19 # 1C -20, Barranquilla, Atlántico, Colombia"
TIENDA ARA 0552 VILLAVICENCIO SAN DIEGO,VILLAVICENCIO,343014,2018/12/10,ACTIVA,2025/03/20,2025,4.1167521,-73.59512889999999,"Calle 19 Sur # 13 - 32 Este, Villavicencio, Meta, Colombia",4.1167521,-73.59512889999999,"Calle 19 Sur # 13 - 32 Este, Villavicencio, Meta, Colombia"
TIENDA ARA 1230 NEIVA GUADUALES,HUILA,380682,2022/11/17,ACTIVA,2025/03/21,2025,,,,,,
TIENDA ARA 0280 MONTERIA CHUCHURUBI,MONTERIA,156812,2017/06/28,ACTIVA,2025/03/20,2025,8.7557595,-75.8854097,"Calle 29 Carrera 4 # 4-08 Lote A - B Chuchurribi, Montería, Córdoba, Colombia",8.7557595,-75.8854097,"Calle 29 Carrera 4 # 4-08 Lote A - B Chuchurribi, Montería, Córdoba, Colombia"
TIENDA ARA 0377 CHINU,MONTERIA,159031,2017/10/05,ACTIVA,2025/03/20,2025,8.7557595,-75.8854097,"Calle 29 Carrera 4 # 4-08 Lote A - B Chuchurribi, Montería, Córdoba, Colombia",8.7557595,-75.8854097,"Calle 29 Carrera 4 # 4-08 Lote A - B Chuchurribi, Montería, Córdoba, Colombia"
TIENDA ARA 0071 BARRIO LA UNION,ARMENIA,195912,2014/10/22,ACTIVA,2025/03/21,2025,4.5345615,-75.68721339999999,"Calle 29 No. 332 a 33-76, Armenia, Quindío, Colombia",4.5345615,-75.68721339999999,"Calle 29 No. 332 a 33-76, Armenia, Quindío, Colombia"
TIENDA ARA 0311 GUADUAS CENTRO,HONDA,69645,2020/09/07,ACTIVA,2025/03/21,2025,5.069296899999999,-74.59935999999999,"Calle 3 53, # 4, Guaduas, Cundinamarca, Colombia",5.069296899999999,-74.59935999999999,"Calle 3 53, # 4, Guaduas, Cundinamarca, Colombia"
TIENDA ARA 0380 GUADUAS CENTRO,HONDA,64315,2018/09/11,CANCELADA,2018/09/11,2018,5.069296899999999,-74.59935999999999,"Calle 3 53, # 4, Guaduas, Cundinamarca, Colombia",5.069296899999999,-74.59935999999999,"Calle 3 53, # 4, Guaduas, Cundinamarca, Colombia"
TIENDA ARA 0177 PUERTO COLOMBIA SAN CARLOS,BARRANQUILLA,653194,2016/08/16,ACTIVA,2025/03/21,2025,11.0035083,-74.95061249999999,"Calle 3 A # 25 - 135 Lote 7 Casa 1, Puerto Colombia, Atlántico, Colombia",11.0035083,-74.95061249999999,"Calle 3 A # 25 - 135 Lote 7 Casa 1, Puerto Colombia, Atlántico, Colombia"
TIENDA ARA 1402 BOGOTA SAN CRISTOBAL SUR ALPES,BOGOTA,3799387,2024/03/20,ACTIVA,2025/03/21,2025,4.553207,-74.0859241,"Calle 34 Sur #8-58, Bogotá, Colombia",4.553207,-74.0859241,"Calle 34 Sur #8-58, Bogotá, Colombia"
TIENDA ARA 0291 SOLEDAD MANUELA BELTRAN,BARRANQUILLA,673741,2017/05/04,ACTIVA,2025/03/21,2025,10.8978126,-74.7883744,"a 50-389, Cra. 6 #50-285, Soledad, Atlántico, Colombia",10.8978126,-74.7883744,"a 50-389, Cra. 6 #50-285, Soledad, Atlántico, Colombia"
TIENDA ARA 0895 VILLAVICENCIO LA GRACIELITA,VILLAVICENCIO,407726,2021/12/30,ACTIVA,2025/03/20,2025,4.1339912,-73.58942480000002,"Calle 4 A # 13 - 24, Villavicencio, Meta, Colombia",4.1339912,-73.58942480000002,"Calle 4 A # 13 - 24, Villavicencio, Meta, Colombia"
TIENDA ARA 0446 LA DORADA CENTRO,LA DORADA,52268,2018/07/24,ACTIVA,2025/03/20,2025,5.4524208,-74.663918,"Cra. 4 #13-2 a 13-100, La Dorada, Caldas, Colombia",5.4524208,-74.663918,"Cra. 4 #13-2 a 13-100, La Dorada, Caldas, Colombia"
TIENDA ARA 1055 CALDAS LA DORADA LAS FERIAS,LA DORADA,64966,2022/11/30,ACTIVA,2025/03/20,2025,5.4789325,-74.6753004,"Calle 47, La Dorada, Caldas, Colombia",5.4789325,-74.6753004,"Calle 47, La Dorada, Caldas, Colombia"
TIENDA ARA 0161 SOLEDAD LA INMACULADA,BARRANQUILLA,645506,2016/05/04,ACTIVA,2025/03/21,2025,10.9069083,-74.7921949,"Calle 54 # 13 C - 53, Soledad la Inmaculada, Soledad, Atlántico, Colombia",10.9069083,-74.7921949,"Calle 54 # 13 C - 53, Soledad la Inmaculada, Soledad, Atlántico, Colombia"
TIENDA ARA 0147 SOLEDAD EL MANANTIAL,BARRANQUILLA,634651,2015/11/17,ACTIVA,2025/03/21,2025,10.9040084,-74.8022356,"Calle 63 # 5 - 45, Soledad, Atlántico, Colombia",10.9040084,-74.8022356,"Calle 63 # 5 - 45, Soledad, Atlántico, Colombia"
TIENDA ARA 0389 CARTAGENA SANTA MONICA,CARTAGENA,38672702,2017/11/30,ACTIVA,2025/03/21,2025,10.3886597,-75.4810569,"Calle 71 #26-30, Santa Mónica, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia",10.3886597,-75.4810569,"Calle 71 #26-30, Santa Mónica, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
TIENDA ARA 0652 BARRANQUILLA EL GOLF,BARRANQUILLA,772480,2020/10/22,ACTIVA,2025/03/21,2025,11.010936,-74.80846190000001,"Calle 81, Cra. 59c, Barranquilla, Atlántico, Colombia",11.010936,-74.80846190000001,"Calle 81, Cra. 59c, Barranquilla, Atlántico, Colombia"
TIENDA ARA 0914 CAUCA PIENDAMO CENTRO CALLE 8,CAUCA,222247,2022/05/03,ACTIVA,2025/03/20,2025,2.6393053,-76.5284844,"Calle 8ª, Piendamó, Cauca, Colombia",2.6393053,-76.5284844,"Calle 8ª, Piendamó, Cauca, Colombia"
TIENDA ARA 0539 APULO CENTRO,GIRARDOT,91203,2018/11/09,ACTIVA,2025/03/20,2025,4.3082326,-74.7988161,"252437, Dg. 8 #32 85, Girardot, Cundinamarca, Colombia",4.3082326,-74.7988161,"252437, Dg. 8 #32 85, Girardot, Cundinamarca, Colombia"
TIENDA ARA 0879 VILLAVICENCIO LA MADRID,VILLAVICENCIO,407642,2021/12/22,ACTIVA,2025/03/20,2025,4.0584538,-73.6723481,"Calle 92 Sur, Villavicencio, Meta, Colombia",4.0584538,-73.6723481,"Calle 92 Sur, Villavicencio, Meta, Colombia"
TIENDA ARA 0376 CARTAGENA LA MATUNA,CARTAGENA,38677102,2017/12/01,ACTIVA,2025/03/21,2025,10.4236311,-75.5479095,"Calle de la mantilla #3 #32 B centro, La Matuna, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia",10.4236311,-75.5479095,"Calle de la mantilla #3 #32 B centro, La Matuna, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
TIENDA ARA 1021 CARTAGENA BOSTON ALCIBIA,CARTAGENA,47407702,2023/01/23,ACTIVA,2025/03/21,2025,10.4091653,-75.5148241,"Camino del Medio, Cl. 31 #39-33, María Auxiliadora, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia",10.4091653,-75.5148241,"Camino del Medio, Cl. 31 #39-33, María Auxiliadora, Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia"
TIENDA ARA 0347 MONTERIA EL DORADO,MONTERIA,159035,2017/10/05,ACTIVA,2025/03/20,2025,8.7602023,-75.8956061,"Carrera 10 W # 26 - 04 Lote 2, Montería, El Dorado, Córdoba, Colombia",8.7602023,-75.8956061,"Carrera 10 W # 26 - 04 Lote 2, Montería, El Dorado, Córdoba, Colombia"
TIENDA ARA 1585 BOGOTA SAN CRISTOBAL ALTAMIRA,BOGOTA,3867089,2024/09/06,ACTIVA,2025/03/21,2025,4.5440594,-74.08811829999999,"Carrera 11 Este #43 b30 sur, Cra. 11 Este #43b30 sur, Bogotá, Colombia",4.5440594,-74.08811829999999,"Carrera 11 Este #43 b30 sur, Cra. 11 Este #43b30 sur, Bogotá, Colombia"
TIENDA ARA 0091 BUGA CENTRO,BUGA,58012,2014/12/18,ACTIVA,2025/03/21,2025,3.9013052,-76.300013,"Carrera 13 No 8 - 69 (Centro), Buga, Valle, Colombia",3.9013052,-76.300013,"Carrera 13 No 8 - 69 (Centro), Buga, Valle, Colombia"
TIENDA ARA 0100 BUGA,BUGA,59560,2015/07/15,ACTIVA,2025/03/21,2025,3.9013052,-76.300013,"Carrera 13 No 8 - 69 (Centro), Buga, Valle, Colombia",3.9013052,-76.300013,"Carrera 13 No 8 - 69 (Centro), Buga, Valle, Colombia"
TIENDA ARA 0455 BARRANQUILLA LA VICTORIA,BARRANQUILLA,710679,2018/07/17,ACTIVA,2025/03/21,2025,10.9913039,-74.78426759999999,"Cra. 52 #46-48, Nte. Centro Historico, Barranquilla, Atlántico, Colombia",10.9913039,-74.78426759999999,"Cra. 52 #46-48, Nte. Centro Historico, Barranquilla, Atlántico, Colombia"
TIENDA ARA 0670 BARRANQUILLA LA UNION,BARRANQUILLA,764075,2020/07/27,ACTIVA,2025/03/21,2025,10.9517059,-74.78845989999999,"Carrera 14 #34-42, Sur Orient, Barranquilla, Atlántico, Colombia",10.9517059,-74.78845989999999,"Carrera 14 #34-42, Sur Orient, Barranquilla, Atlántico, Colombia"
TIENDA ARA 0495 BOGOTA GRANJA SAN PABLO,BOGOTA,2979278,2018/06/28,ACTIVA,2025/03/20,2025,4.5758491,-74.1185308,"Carrera 14 L # 87-35 Sur, Bogotá, Cundinamarca, Colombia",4.5758491,-74.1185308,"Carrera 14 L # 87-35 Sur, Bogotá, Cundinamarca, Colombia"
TIENDA ARA 631 TURBO JESUS MORA,URABA,97675,2020/02/19,ACTIVA,2025/03/20,2025,8.094263,-76.72840529999999,"Carrera 14 N° 102-69 Imperio 0663, Turbo, Antioquia, Colombia",8.094263,-76.72840529999999,"Carrera 14 N° 102-69 Imperio 0663, Turbo, Antioquia, Colombia"
