ZAT,year,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,mujer,edad,nivel_educativo,formal,informal
653,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
974,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25.0,8.0,0.0,1.0
610,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35.0,8.333333,0.0,3.0
976,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
635,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0,48.0,8.0,0.0,1.0
656,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.5,48.5,6.0,0.0,4.0
978,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20.0,4.5,0.0,2.0
980,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
981,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.25,43.0,4.5,0.0,4.0
589,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28.0,9.0,0.0,1.0
983,2011,0.0,0,0.0,0,0.0,0,0.0,0,1.0,48.0,5.0,0.0,1.0
984,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
580,2011,0.0,0,0.0,0,0.0,0,0.0,0,1.0,43.5,5.0,0.0,2.0
503,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,34.0,6.6666665,0.0,3.0
633,2011,0.0,0,0.0,0,0.0,0,0.0,0,1.0,29.0,3.0,0.0,1.0
424,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.8,31.8,4.6,1.0,4.0
416,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.34,39.26,4.48,1.0,47.0
990,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.35714287,38.285713,6.5,2.0,10.0
340,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.3529412,47.588234,7.647059,1.0,16.0
352,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.4,46.433334,7.133333,0.0,27.0
354,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.39215687,41.039215,6.1568627,0.0,41.0
995,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.85714287,47.142857,6.857143,0.0,7.0
393,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.2857143,38.42857,3.7142856,1.0,6.0
996,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0,47.2,7.2,0.0,10.0
997,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.2,39.0,8.0,0.0,5.0
999,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
306,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.13333334,43.0,6.8,1.0,14.0
835,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0,55.0,9.0,0.0,1.0
42,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32.0,5.0,0.0,1.0
43,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
838,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.5555556,41.77778,8.333333,0.0,9.0
94,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.2857143,42.285713,6.785714,1.0,12.0
32,2011,0.0,0,0.0,0,0.0,0,0.0,0,1.0,20.0,4.0,0.0,0.0
212,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.14285715,48.857143,5.285714,1.0,6.0
213,2011,0.0,0,0.0,0,0.0,0,0.0,0,1.0,53.5,4.5,0.0,2.0
361,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.42105263,41.105263,5.5263157,0.0,19.0
334,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34.0,5.6666665,0.0,3.0
845,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
846,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29.25,6.25,0.0,3.0
247,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.37931034,41.448277,7.724138,1.0,24.0
254,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.4,37.4,5.4,2.0,8.0
166,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.3846154,42.53846,8.769231,0.0,13.0
144,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.4,43.88,7.96,2.0,21.0
145,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.53846157,42.23077,7.230769,0.0,13.0
146,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.53846157,43.884617,8.192307,3.0,21.0
853,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.46153846,44.307693,8.307693,0.0,11.0
58,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0,48.333332,8.333333,0.0,3.0
28,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.6,41.0,5.8,2.0,3.0
10,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,53.0,7.6666665,0.0,3.0
7,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.45454547,38.363636,4.4545455,0.0,9.0
4,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
3,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49.0,3.0,0.0,1.0
2,2011,0.0,0,0.0,0,0.0,0,0.0,0,1.0,44.0,7.0,0.0,1.0
141,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.75,51.25,9.25,0.0,4.0
905,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.4722222,38.916668,5.7222223,0.0,34.0
903,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.36363637,36.81818,5.818182,1.0,10.0
917,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
908,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.45454547,49.090908,5.5,3.0,19.0
913,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.8,35.7,6.4,0.0,9.0
914,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.3846154,40.692307,4.230769,1.0,12.0
930,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
915,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.18181819,44.727272,5.6363635,0.0,10.0
912,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.6363636,38.272728,6.2727275,1.0,9.0
911,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0,42.25,4.75,0.0,4.0
1500,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
928,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
926,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.26923078,41.653847,5.0576925,11.0,41.0
906,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.3939394,42.484848,5.0,3.0,27.0
927,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
923,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0,44.285713,7.571429,0.0,7.0
935,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
907,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.42857143,38.485714,5.428571,1.0,32.0
909,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.375,42.8125,5.5625,1.0,12.0
936,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
910,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.41860464,42.11628,4.3488374,6.0,34.0
929,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
790,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20.0,5.0,0.0,1.0
932,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
931,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
933,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1000,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1001,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1002,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1003,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1004,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1005,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1006,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1007,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1008,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1010,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1011,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1012,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1013,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1014,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1016,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1071,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1015,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1063,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1017,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1018,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1019,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1020,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1021,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1022,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1023,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1024,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1025,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1026,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1053,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1027,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1028,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1029,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1030,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1032,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1033,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1034,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1035,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1036,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1037,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1009,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1038,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1039,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1040,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1041,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1042,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1070,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1043,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1044,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1045,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1046,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1047,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1048,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1049,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1050,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1051,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1052,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1054,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1055,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1056,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1057,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1058,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1059,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1060,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1061,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1062,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1064,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1065,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1066,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1067,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1068,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1069,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1072,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1074,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1075,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1076,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1073,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1800,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1801,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1802,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1803,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1804,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1805,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1806,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1807,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1808,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1809,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1810,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1600,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1601,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1602,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1603,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1604,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1605,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1606,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1607,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1608,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1609,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1610,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1611,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1612,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1613,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1614,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1615,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1616,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1617,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1501,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1502,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1503,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1504,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1505,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1506,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1507,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1508,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1509,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1510,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1511,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1512,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1513,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1514,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1515,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1516,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1517,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1518,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1519,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1520,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1811,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1812,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1813,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1814,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1815,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1816,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1817,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1818,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1819,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1820,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1821,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1822,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1823,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1618,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1521,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1522,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1619,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1620,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1621,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1622,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1700,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1701,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1702,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1703,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1704,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1705,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1706,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1708,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1709,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1710,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1711,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1712,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1713,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1714,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1715,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1716,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1717,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1718,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1719,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1720,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1721,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1722,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1723,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1824,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1825,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1826,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1830,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1828,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1827,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1845,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1724,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1725,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1726,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1728,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1523,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1831,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
938,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1524,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1525,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
791,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40.0,4.0,0.0,1.0
1727,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1526,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1527,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1530,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1528,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1529,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1729,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1840,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
794,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0,58.0,9.0,0.0,1.0
934,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.35051546,39.082474,5.958763,8.0,87.0
1842,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
937,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,36.703705,4.962963,9.0,16.0
806,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1843,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1844,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
813,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.32,48.52,5.68,1.0,22.0
1846,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1906,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1907,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1904,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1905,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1901,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1902,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1900,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1908,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1141,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
481,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
1031,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
673,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,43.5,4.3333335,0.0,6.0
763,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.1764706,39.35294,3.9411764,6.0,9.0
767,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.16666667,36.0,5.8333335,2.0,4.0
773,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
921,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
789,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33.75,3.75,0.0,4.0
1903,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
404,2011,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
810,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28.0,11.0,1.0,0.0
809,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
823,2019,0.0,0,1.0,1,1.0,1,4.0,1,0.5,32.0,6.0,2.0,0.0
822,2019,0.0,0,2.0,1,1.0,1,1.0,1,0.6666667,46.333332,4.0,2.0,1.0
821,2019,0.0,0,1.0,1,4.0,1,1.0,1,0.25,37.75,6.0,1.0,3.0
796,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
800,2019,0.0,0,5.0,1,4.0,1,7.0,1,0.0,62.0,13.0,1.0,0.0
811,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
820,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
812,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,58.0,6.5,1.0,1.0
819,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,21.0,11.0,0.0,0.0
824,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
801,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,72.0,3.0,0.0,1.0
815,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,35.0,9.0,1.0,0.0
1829,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
818,2019,0.0,0,2.0,1,5.0,1,2.0,1,0.0,37.0,2.0,1.0,0.0
816,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.4074074,35.444443,6.4814816,25.0,2.0
807,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.16666667,33.833332,6.5,3.0,3.0
808,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
795,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.375,33.5,9.25,3.0,4.0
802,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.25,38.875,5.5,7.0,0.0
916,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,44.0,7.0,1.0,0.0
799,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,41.0,5.6666665,4.0,1.0
798,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,58.0,5.0,1.0,0.0
797,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
83,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,40.333332,9.0,2.0,1.0
854,2019,1.0,1,0.0,0,0.0,0,0.0,0,0.0,23.0,11.0,1.0,0.0
57,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
20,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,48.0,11.0,0.0,1.0
18,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
19,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
84,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
559,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
561,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,40.0,9.666667,2.0,1.0
947,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.33333334,34.333332,7.6666665,3.0,0.0
569,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.2,42.6,6.6,2.0,3.0
570,2019,0.0,0,0.0,0,1.0,1,0.0,0,,,,,
804,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,36.5,7.3333335,3.0,3.0
82,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.6666667,28.0,7.0,3.0,0.0
85,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,57.5,5.5,0.0,2.0
81,2019,0.0,0,1.0,1,0.0,0,1.0,1,,,,,
80,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
79,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,52.0,14.0,0.0,0.0
78,2019,0.0,0,0.0,0,0.0,0,1.0,1,0.6,32.6,10.2,4.0,1.0
193,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
793,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.5,23.0,7.0,2.0,0.0
304,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.4,34.775,8.85,27.0,11.0
1841,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.2,33.0,7.2,4.0,1.0
1,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
308,2019,0.0,0,0.0,0,0.0,0,0.0,0,,,,,
805,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.33333334,43.666668,6.6666665,2.0,7.0
