ZAT,year,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb
852.0,2023,3,True,0,False,2,True,0,False
853.0,2023,0,False,0,False,1,True,0,False
854.0,2023,1,True,0,False,0,False,0,False
905.0,2023,0,False,1,True,3,True,0,False
906.0,2023,2,True,1,True,1,True,0,False
907.0,2023,5,True,4,True,8,True,0,False
908.0,2023,0,False,1,True,2,True,0,False
909.0,2023,0,False,4,True,7,True,0,False
910.0,2023,2,True,4,True,9,True,0,False
911.0,2023,0,False,1,True,1,True,0,False
912.0,2023,0,False,2,True,4,True,0,False
913.0,2023,0,False,1,True,1,True,0,False
914.0,2023,2,True,0,False,5,True,0,False
915.0,2023,0,False,1,True,2,True,0,False
923.0,2023,1,True,1,True,1,True,0,False
926.0,2023,1,True,0,False,2,True,0,False
932.0,2023,0,False,1,True,0,False,0,False
933.0,2023,0,False,0,False,1,True,0,False
934.0,2023,2,True,0,False,0,False,0,False
936.0,2023,0,False,1,True,1,True,0,False
937.0,2023,2,True,0,False,2,True,0,False
944.0,2023,0,False,1,True,0,False,0,False
947.0,2023,0,False,0,False,1,True,0,False
951.0,2023,1,True,0,False,1,True,0,False
952.0,2023,1,True,0,False,0,False,0,False
955.0,2023,0,False,1,True,1,True,0,False
956.0,2023,0,False,0,False,2,True,0,False
961.0,2023,0,False,0,False,1,True,0,False
969.0,2023,0,False,2,True,0,False,0,False
976.0,2023,0,False,0,False,1,True,0,False
983.0,2023,0,False,0,False,1,True,0,False
987.0,2023,0,False,0,False,1,True,0,False
990.0,2023,0,False,0,False,2,True,0,False
992.0,2023,1,True,0,False,0,False,0,False
993.0,2023,1,True,1,True,0,False,0,False
996.0,2023,1,True,0,False,0,False,0,False
1028.0,2023,2,True,0,False,0,False,0,False
1034.0,2023,0,False,1,True,0,False,0,False
1035.0,2023,1,True,0,False,0,False,0,False
1048.0,2023,0,False,1,True,1,True,0,False
1076.0,2023,0,False,2,True,0,False,0,False
1702.0,2023,0,False,1,True,0,False,0,False
1714.0,2023,0,False,0,False,1,True,0,False
1841.0,2023,0,False,1,True,2,True,0,False
1843.0,2023,1,True,1,True,1,True,0,False
1844.0,2023,0,False,0,False,1,True,0,False
1902.0,2023,1,True,0,False,0,False,0,False
1903.0,2023,1,True,0,False,0,False,0,False
1905.0,2023,0,False,0,False,1,True,0,False
